college_code,department,Unnamed: 0,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
857:DILKAP,ELECTRICAL ENGINEERING,1180,8182089,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,15.0,0.0,8.0,32.0,16.0,9.0,32.0,15.0,0.0,9.0,32.0,14.0,8.0,['Diploma'],['Diploma'],5.04,5.14,5.42,5.14,5.56,6.69,5.79
857:DILKAP,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9523,10185399,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,43.0,21.0,14.0,8.0,32.0,18.0,8.0,38.0,20.0,20.0,10.0,35.0,16.0,8.0,['Diploma'],['Diploma'],5.31,4.89,5.15,4.82,5.59,6.92,5.61
857:DILKAP,MECHANICAL,6551,14185538,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,26.0,0.0,12.0,8.0,21.0,14.0,9.0,23.0,14.0,16.0,8.0,21.0,18.0,11.0,['Diploma'],['Diploma'],5.21,4.82,5.19,4.61,6.04,6.64,5.86
889:LAINSTT,COMPUTER ENGINEERING,19904,7185870,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,14.0,13.0,8.0,36.0,17.0,11.0,32.0,18.0,18.0,8.0,32.0,17.0,10.0,['Diploma'],['Diploma'],4.71,4.89,5.04,5.0,6.0,6.19,5.45
889:LAINSTT,ELECTRONICS ENGINEERING,11924,50281902,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,15.0,15.0,8.0,42.0,20.0,10.0,32.0,16.0,17.0,8.0,41.0,20.0,8.0,['Diploma'],['Diploma'],4.96,5.57,5.0,4.66,5.81,6.46,5.41
889:LAINSTT,MECHANICAL,6741,14185708,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,15.0,16.0,8.0,32.0,16.0,9.0,32.0,16.0,15.0,8.0,32.0,15.0,9.0,['Diploma'],['Diploma'],4.96,4.71,4.56,4.71,5.81,6.44,5.57
890:LRTIWARI,CIVIL,14072,6183221,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,26.0,0.0,10.0,8.0,13.0,12.0,8.0,18.0,11.0,10.0,8.0,12.0,12.0,8.0,['Diploma'],['Diploma'],5.04,4.48,4.84,4.68,5.37,5.88,5.25
890:LRTIWARI,COMPUTER ENGINEERING,19929,7185895,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,38.0,18.0,16.0,9.0,36.0,19.0,12.0,33.0,19.0,20.0,12.0,33.0,17.0,9.0,['Diploma'],['Diploma'],5.54,5.21,6.25,6.5,6.92,7.04,6.49
890:LRTIWARI,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9561,10185437,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,14.0,18.0,8.0,32.0,16.0,9.0,26.0,0.0,15.0,8.0,17.0,12.0,8.0,['Diploma'],['Diploma'],4.81,4.54,4.67,4.5,5.67,6.42,5.44
890:LRTIWARI,ELECTRONICS ENGINEERING,11948,11182788,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,18.0,14.0,8.0,36.0,15.0,8.0,33.0,18.0,15.0,9.0,32.0,15.0,8.0,['Diploma'],['Diploma'],4.65,4.39,4.93,5.11,5.48,5.96,5.12
890:LRTIWARI,INFORMATION TECHNOLOGY ENGINEERING,34227,12184121,ITC8041:ENTERPRISE,P,ITC801,ITC802,ITC803,ELECTIVEII,34.0,14.0,13.0,8.0,32.0,17.0,8.0,32.0,15.0,14.0,8.0,32.0,14.0,9.0,['Diploma'],['Diploma'],4.54,4.76,4.5,4.37,5.33,6.12,5.11
890:LRTIWARI,MECHANICAL,6888,14185835,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,27.0,0.0,16.0,8.0,21.0,15.0,8.0,17.0,10.0,10.0,8.0,19.0,15.0,8.0,['Diploma'],['Diploma'],5.12,4.89,4.48,4.61,5.67,5.76,5.12
944:AIISET,CIVIL,14142,6183294,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,11.0,12.0,9.0,32.0,13.0,9.0,32.0,13.0,13.0,8.0,31.0,1.0,8.0,['Diploma'],['Diploma'],5.0,5.04,5.24,4.75,6.3,6.75,5.84
944:AIISET,COMPUTER ENGINEERING,20013,7185979,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,34.0,13.0,18.0,8.0,32.0,13.0,10.0,32.0,14.0,15.0,8.0,32.0,15.0,8.0,['Diploma'],['Diploma'],4.64,4.89,5.33,5.38,5.84,6.74,5.65
944:AIISET,ELECTRICAL ENGINEERING,1252,8182143,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,17.0,0.0,8.0,32.0,18.0,11.0,33.0,17.0,0.0,11.0,25.0,0.0,9.0,['Diploma'],['Diploma'],4.3,5.32,5.82,5.36,5.78,6.65,5.92
944:AIISET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9695,10185571,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,18.0,15.0,9.0,32.0,17.0,13.0,27.0,0.0,17.0,10.0,20.0,0.0,8.0,['Diploma'],['Diploma'],4.69,4.68,4.89,4.86,5.41,6.35,5.4
944:AIISET,MECHANICAL,7013,14185970,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,27.0,0.0,16.0,8.0,14.0,15.0,9.0,19.0,16.0,15.0,9.0,15.0,15.0,8.0,['Diploma'],['Diploma'],5.42,5.29,4.93,5.07,5.48,6.32,5.72
945:VOGCOE,CIVIL,14290,6183428,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,26.0,0.0,15.0,8.0,17.0,16.0,8.0,17.0,16.0,16.0,9.0,20.0,16.0,9.0,['Diploma'],['Diploma'],4.56,4.38,5.04,4.89,5.0,5.79,5.25
945:VOGCOE,COMPUTER ENGINEERING,20082,7186048,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,34.0,14.0,15.0,8.0,37.0,15.0,8.0,32.0,10.0,14.0,8.0,32.0,17.0,8.0,['Diploma'],['Diploma'],4.89,4.93,4.46,4.8,4.96,6.37,5.29
945:VOGCOE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9821,10185697,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,40.0,21.0,22.0,14.0,38.0,21.0,12.0,26.0,0.0,22.0,17.0,22.0,21.0,13.0,['Diploma'],['Diploma'],5.62,5.43,6.59,5.71,6.89,7.54,6.4
945:VOGCOE,INFORMATION TECHNOLOGY ENGINEERING,34306,12184200,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,33.0,17.0,18.0,8.0,32.0,16.0,8.0,34.0,20.0,20.0,8.0,37.0,16.0,8.0,['Diploma'],['Diploma'],5.07,5.39,5.96,5.12,5.78,5.85,5.53
945:VOGCOE,MECHANICAL,7161,14186124,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,14.0,14.0,8.0,32.0,12.0,8.0,32.0,15.0,16.0,8.0,33.0,11.0,12.0,['Diploma'],['Diploma'],5.17,5.04,4.93,4.75,5.7,6.64,5.55
946:GMVIT,CIVIL,14346,6183489,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,15.0,15.0,8.0,32.0,14.0,8.0,32.0,16.0,16.0,8.0,34.0,13.0,8.0,['Diploma'],['Diploma'],5.11,5.04,5.08,4.57,5.37,6.04,5.52
946:GMVIT,COMPUTER ENGINEERING,20097,7186063,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,33.0,20.0,17.0,10.0,33.0,19.0,12.0,32.0,18.0,19.0,12.0,32.0,15.0,9.0,['Diploma'],['Diploma'],4.89,5.04,5.58,5.21,6.0,7.15,5.72
946:GMVIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9840,10185716,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,40.0,20.0,19.0,10.0,38.0,22.0,16.0,32.0,20.0,18.0,12.0,37.0,23.0,19.0,['Diploma'],['Diploma'],5.81,4.89,6.26,5.61,6.19,7.15,6.18
946:GMVIT,MECHANICAL,7233,14186190,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,27.0,0.0,16.0,8.0,18.0,0.0,8.0,21.0,17.0,11.0,8.0,21.0,11.0,8.0,['Diploma'],['Diploma'],5.0,4.62,4.82,4.32,5.78,5.96,5.29
948:BRHCET,AUTOMOBILE ENGINEERING,1895,39280404,AEE8022:VEHICLE,P,AEC801,AEC802,AEC803,ELECTIVEII,35.0,16.0,17.0,8.0,32.0,18.0,13.0,34.0,17.0,17.0,12.0,35.0,16.0,10.0,['Diploma'],['Diploma'],5.38,5.32,4.0,4.41,6.23,6.48,5.72
948:BRHCET,CIVIL,14400,6183547,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,12.0,12.0,8.0,32.0,14.0,9.0,32.0,10.0,10.0,8.0,32.0,14.0,8.0,['Diploma'],['Diploma'],4.74,4.65,4.28,4.0,5.48,5.83,5.36
948:BRHCET,COMPUTER ENGINEERING,20121,7186087,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,35.0,16.0,19.0,9.0,32.0,19.0,9.0,32.0,15.0,15.0,9.0,32.0,18.0,8.0,['Diploma'],['Diploma'],4.5,4.46,4.0,4.46,6.08,6.48,5.19
948:BRHCET,ELECTRICAL ENGINEERING,1325,8182219,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,13.0,0.0,10.0,32.0,12.0,10.0,32.0,10.0,0.0,10.0,32.0,14.0,8.0,['Diploma'],['Diploma'],4.81,5.0,4.69,4.68,5.48,6.04,5.58
948:BRHCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9848,10185724,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,43.0,20.0,19.0,13.0,41.0,20.0,12.0,32.0,14.0,17.0,15.0,41.0,20.0,12.0,['Diploma'],['Diploma'],5.15,4.43,5.19,4.96,6.48,7.58,5.63
948:BRHCET,MECHANICAL,7312,14186264,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,15.0,14.0,8.0,32.0,11.0,0.0,28.0,0.0,14.0,8.0,14.0,14.0,8.0,['Diploma'],['Diploma'],5.19,4.93,4.0,4.0,6.11,5.6,5.2
949:MITM,CIVIL,14492,6183654,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,15.0,11.0,8.0,32.0,10.0,8.0,32.0,12.0,10.0,8.0,32.0,14.0,9.0,['Diploma'],['Diploma'],4.74,4.54,4.64,4.54,5.85,6.13,5.27
949:MITM,COMPUTER ENGINEERING,20139,7186105,CPE8033:ADHOC,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,21.0,21.0,14.0,55.0,18.0,8.0,40.0,20.0,18.0,10.0,45.0,16.0,8.0,['Diploma'],['Diploma'],5.43,4.89,5.58,6.17,6.52,7.33,6.14
949:MITM,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9876,10185750,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,39.0,18.0,18.0,8.0,39.0,17.0,8.0,32.0,17.0,17.0,14.0,36.0,17.0,10.0,['Diploma'],['Diploma'],5.54,5.07,5.41,5.54,6.0,6.92,5.84
949:MITM,MECHANICAL,7449,14186378,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,25.0,0.0,13.0,4.0,19.0,8.0,8.0,1.0,13.0,15.0,8.0,16.0,0.0,9.0,['Diploma'],['Diploma'],5.42,4.82,4.96,5.46,5.7,5.32,5.61
978:PARSHURAM,CIVIL,14584,6183720,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,10.0,11.0,8.0,32.0,15.0,10.0,32.0,13.0,12.0,8.0,33.0,12.0,8.0,['Diploma'],['Diploma'],4.96,5.15,5.24,4.82,5.78,5.83,5.5
978:PARSHURAM,COMPUTER ENGINEERING,20151,7186117,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,20.0,19.0,14.0,45.0,20.0,14.0,32.0,20.0,17.0,13.0,38.0,11.0,8.0,['Diploma'],['Diploma'],4.82,5.79,6.29,6.04,7.04,6.7,6.11
978:PARSHURAM,ELECTRICAL ENGINEERING,1384,8182282,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,16.0,0.0,11.0,32.0,15.0,8.0,32.0,15.0,0.0,8.0,32.0,16.0,8.0,['Diploma'],['Diploma'],5.33,5.21,4.88,4.71,5.81,6.19,5.5
978:PARSHURAM,INSTRUMENTATION ENGINEERING,58646,52280621,ISE8042:POWER,P,ISC801,ISC802,ISC803,ELECTIVEII,32.0,22.0,20.0,13.0,40.0,21.0,15.0,42.0,19.0,19.0,17.0,39.0,22.0,16.0,['Diploma'],['Diploma'],5.89,6.67,6.93,7.11,7.71,7.69,7.14
978:PARSHURAM,MECHANICAL,7547,14186475,MEE80210:WORLD,P,MEC801,MEC802,MEC803,ELECTIVEII,26.0,0.0,1.0,7.0,20.0,12.0,8.0,19.0,15.0,6.0,0.0,17.0,14.0,2.0,['Diploma'],['Diploma'],5.29,5.5,5.19,4.86,5.44,5.48,5.7
982:VIDYAVIKAS,CIVIL,14639,6183769,CEE80410:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,25.0,0.0,2.0,6.0,23.0,11.0,8.0,20.0,15.0,1.0,6.0,20.0,12.0,1.0,['Diploma'],['Diploma'],4.96,4.69,4.68,4.82,5.41,5.79,5.53
982:VIDYAVIKAS,COMPUTER ENGINEERING,20165,7186131,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,25.0,0.0,15.0,8.0,23.0,11.0,8.0,21.0,0.0,14.0,8.0,20.0,0.0,8.0,['Diploma'],['Diploma'],4.57,4.54,4.62,4.75,5.6,6.07,5.43
982:VIDYAVIKAS,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9891,10185765,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,21.0,21.0,13.0,32.0,19.0,10.0,37.0,16.0,20.0,14.0,32.0,21.0,12.0,['Diploma'],['Diploma'],5.08,4.82,5.56,5.36,6.04,7.38,5.86
982:VIDYAVIKAS,ELECTRONICS ENGINEERING,12005,11182852,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,33.0,17.0,18.0,10.0,37.0,16.0,9.0,32.0,20.0,19.0,12.0,33.0,17.0,9.0,['Diploma'],['Diploma'],4.58,4.57,4.07,4.63,5.81,6.33,5.4
982:VIDYAVIKAS,INFORMATION TECHNOLOGY ENGINEERING,34312,12184206,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,17.0,15.0,9.0,28.0,0.0,8.0,21.0,14.0,10.0,9.0,22.0,13.0,8.0,['Diploma'],['Diploma'],4.57,4.46,4.92,4.32,5.07,5.08,5.11
990:VISHWANIKE,CIVIL,14774,6183910,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,15.0,16.0,8.0,32.0,13.0,8.0,26.0,0.0,14.0,8.0,20.0,16.0,9.0,['Diploma'],['Diploma'],4.7,4.38,4.64,4.29,5.41,6.04,5.16
990:VISHWANIKE,COMPUTER ENGINEERING,20302,7186268,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,33.0,18.0,20.0,9.0,34.0,16.0,8.0,32.0,14.0,18.0,10.0,33.0,17.0,8.0,['Diploma'],['Diploma'],4.75,4.46,5.13,5.54,6.44,6.78,5.62
990:VISHWANIKE,ELECTRICAL ENGINEERING,1419,8182322,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,12.0,0.0,8.0,25.0,0.0,10.0,14.0,10.0,0.0,9.0,17.0,7.0,8.0,['Diploma'],['Diploma'],4.89,5.0,4.73,4.96,5.37,6.46,5.41
990:VISHWANIKE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9932,10185806,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,35.0,19.0,16.0,10.0,32.0,18.0,13.0,32.0,19.0,18.0,8.0,34.0,19.0,10.0,['Diploma'],['Diploma'],4.81,4.57,5.19,4.68,5.85,6.77,5.51
990:VISHWANIKE,MECHANICAL,7627,14186553,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,13.0,16.0,8.0,32.0,13.0,10.0,32.0,11.0,14.0,8.0,32.0,15.0,9.0,['Diploma'],['Diploma'],5.38,4.79,4.78,4.61,5.63,6.68,5.53
991:IDAL INST,CIVIL,14874,6184037,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,11.0,10.0,8.0,32.0,15.0,8.0,26.0,0.0,15.0,8.0,20.0,14.0,8.0,['Diploma'],['Diploma'],4.0,4.79,4.0,4.0,5.48,6.0,4.95
991:IDAL INST,COMPUTER ENGINEERING,20378,7186344,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,37.0,13.0,15.0,8.0,41.0,15.0,8.0,40.0,14.0,15.0,9.0,36.0,12.0,9.0,['Diploma'],['Diploma'],5.5,4.57,5.44,5.75,4.48,6.07,5.36
991:IDAL INST,ELECTRICAL ENGINEERING,1462,8182396,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,16.0,0.0,12.0,32.0,17.0,8.0,32.0,19.0,0.0,9.0,32.0,16.0,8.0,['Diploma'],['Diploma'],5.0,4.93,4.77,4.43,5.37,5.85,5.2
991:IDAL INST,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9985,10185859,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,53.0,22.0,23.0,19.0,47.0,23.0,19.0,39.0,23.0,23.0,19.0,55.0,24.0,20.0,['Diploma'],['Diploma'],7.23,6.43,6.85,5.86,7.48,8.46,7.05
991:IDAL INST,MECHANICAL,7771,14186689,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,25.0,0.0,15.0,8.0,18.0,15.0,8.0,16.0,0.0,15.0,8.0,16.0,13.0,8.0,['Diploma'],['Diploma'],5.17,4.75,4.26,4.0,5.22,6.36,5.31
995:NEW HORIZO,CIVIL,14926,6184106,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,13.0,10.0,8.0,33.0,12.0,11.0,32.0,14.0,15.0,8.0,33.0,17.0,8.0,['Diploma'],['Diploma'],4.52,4.85,4.44,4.69,5.89,5.88,5.31
995:NEW HORIZO,COMPUTER ENGINEERING,20389,7186355,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,36.0,10.0,17.0,8.0,36.0,10.0,11.0,32.0,10.0,15.0,11.0,32.0,10.0,10.0,['Diploma'],['Diploma'],4.89,5.29,5.04,5.92,6.08,5.93,5.89
995:NEW HORIZO,ELECTRONICS AND ELECTRICAL ENGINEERING,1917,9181003,ELE802:POWER,P,ELC801,ELC802,ELC803,ELECTIVEII,42.0,20.0,20.0,12.0,37.0,20.0,13.0,33.0,20.0,21.0,14.0,32.0,20.0,11.0,['Diploma'],['Diploma'],5.96,5.72,6.21,6.04,6.59,7.08,6.3
995:NEW HORIZO,MECHANICAL,7825,14186753,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,35.0,17.0,18.0,15.0,25.0,0.0,8.0,21.0,19.0,19.0,13.0,22.0,17.0,13.0,['Diploma'],['Diploma'],6.33,5.64,5.59,6.11,6.33,6.88,6.24
996:A P SHAH,CIVIL,14970,6184174,CEE80410:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,14.0,12.0,8.0,32.0,13.0,8.0,32.0,15.0,15.0,10.0,34.0,14.0,10.0,['Diploma'],['Diploma'],4.85,5.12,5.0,4.64,6.0,6.54,5.61
996:A P SHAH,COMPUTER ENGINEERING,20467,7186433,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,15.0,15.0,9.0,32.0,15.0,8.0,32.0,15.0,12.0,8.0,32.0,12.0,8.0,['Diploma'],['Diploma'],4.57,4.68,4.79,4.96,5.64,6.41,5.56
996:A P SHAH,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,9987,10185861,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,35.0,16.0,14.0,8.0,32.0,15.0,9.0,36.0,15.0,16.0,8.0,26.0,0.0,8.0,['Diploma'],['Diploma'],4.92,4.61,4.96,4.93,5.33,6.31,5.61
996:A P SHAH,INFORMATION TECHNOLOGY ENGINEERING,34403,12184297,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,13.0,15.0,8.0,32.0,13.0,8.0,32.0,13.0,15.0,8.0,32.0,13.0,8.0,['Diploma'],['Diploma'],4.5,4.36,4.81,5.12,4.96,5.54,5.16
996:A P SHAH,MECHANICAL,7837,14186767,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,35.0,18.0,14.0,9.0,32.0,18.0,10.0,32.0,17.0,17.0,8.0,32.0,17.0,12.0,['Diploma'],['Diploma'],5.71,4.96,5.52,6.0,5.85,7.2,6.1
