university,page_no,department,result_sem,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi,0
"UNIVERSITY OF MUMBAI 
",13,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181051,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,51,18,20,19,51,19,18,17,40,24,23,20,32,20,23,16,20,--,48,48,['SEM-I:5.56'],['SEM-II:6.74'],['SEM-III:5.64'],['SEM-IV:5.71'],['SEM-V:7.21'],['SEM-VI:7.33'],['SEM-VII:7.16'],7.96,['CGPI:6.66'],801.0
"UNIVERSITY OF MUMBAI 
",13,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181052,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,12,19,15,57,11,14,14,50,14,18,14,40,12,20,12,20,--,41,41,['SEM-I:6.07'],['SEM-II:6.44'],['SEM-III:5.61'],['SEM-IV:6.54'],['SEM-V:5.79'],['SEM-VI:7.25'],['SEM-VII:7.20'],7.89,['CGPI:6.60'],810.0
"UNIVERSITY OF MUMBAI 
",14,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181053,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,21,19,19,69,22,22,20,50,23,22,20,46,24,22,18,21,--,48,47,['SEM-I:6.52'],['SEM-II:7.44'],['SEM-III:7.93'],['SEM-IV:8.68'],['SEM-V:9.33'],['SEM-VI:9.17'],['SEM-VII:8.96'],8.96,['CGPI:8.37'],847.0
"UNIVERSITY OF MUMBAI 
",14,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181054,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,66,24,23,20,54,24,20,20,58,23,23,20,56,24,22,20,24,--,49,49,['SEM-I:7.44'],['SEM-II:7.93'],['SEM-III:8.68'],['SEM-IV:9.07'],['SEM-V:9.83'],['SEM-VI:9.63'],['SEM-VII:9.68'],9.41,['CGPI:8.96'],856.0
"UNIVERSITY OF MUMBAI 
",14,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181055,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,21,17,18,55,21,17,19,54,23,22,18,45,23,20,17,21,--,45,45,['SEM-I:7.04'],['SEM-II:7.44'],['SEM-III:7.57'],['SEM-IV:8.25'],['SEM-V:8.50'],['SEM-VI:8.17'],['SEM-VII:8.52'],8.59,['CGPI:8.01'],865.0
"UNIVERSITY OF MUMBAI 
",14,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181056,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,22,18,19,63,22,20,19,37,21,20,19,54,23,21,19,21,--,48,47,['SEM-I:6.26'],['SEM-II:7.78'],['SEM-III:7.21'],['SEM-IV:7.68'],['SEM-V:8.17'],['SEM-VI:8.88'],['SEM-VII:9.28'],8.81,['CGPI:8.01'],874.0
"UNIVERSITY OF MUMBAI 
",15,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181057,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,20,20,19,55,19,18,19,57,21,19,18,47,20,20,18,21,--,48,48,['SEM-I:7.02'],['SEM-II:7.07'],['SEM-III:7.29'],['SEM-IV:7.64'],['SEM-V:8.58'],['SEM-VI:7.96'],['SEM-VII:8.36'],8.74,['CGPI:7.83'],911.0
"UNIVERSITY OF MUMBAI 
",15,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181058,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,16,18,18,50,17,18,20,45,19,20,18,46,20,20,20,17,--,47,46,['SEM-I:8.00'],['SEM-II:7.63'],['SEM-III:8.39'],['SEM-IV:9.00'],['SEM-V:8.75'],['SEM-VI:8.38'],['SEM-VII:8.84'],8.19,['CGPI:8.40'],920.0
"UNIVERSITY OF MUMBAI 
",15,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181059,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,68,17,20,18,67,16,18,19,36,17,21,16,56,20,20,18,18,--,46,48,['SEM-I:8.07'],['SEM-II:8.89'],['SEM-III:8.61'],['SEM-IV:8.00'],['SEM-V:8.63'],['SEM-VI:8.13'],['SEM-VII:9.12'],8.81,['CGPI:8.53'],929.0
"UNIVERSITY OF MUMBAI 
",15,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181060,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,41,15,19,17,51,16,18,17,32,18,21,14,35,20,20,15,18,--,44,44,['SEM-I:6.04'],['SEM-II:5.87'],['SEM-III:5.43'],['SEM-IV:5.68'],['SEM-V:5.96'],['SEM-VI:6.17'],['SEM-VII:7.44'],7.30,['CGPI:6.24'],938.0
"UNIVERSITY OF MUMBAI 
",16,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181061,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,41,21,22,19,39,22,21,18,38,22,22,16,26,*,21,16,23,--,21,49,['SEM-I:5.91'],['SEM-II:5.94'],['SEM-III:5.36'],['SEM-IV:5.32'],['SEM-V:6.38'],['SEM-VI:7.71'],['SEM-VII:7.60'],7.63,['CGPI:6.48'],975.0
"UNIVERSITY OF MUMBAI 
",16,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181062,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,24,23,20,56,22,22,19,47,24,24,20,46,24,21,18,24,--,49,49,['SEM-I:6.33'],['SEM-II:6.48'],['SEM-III:5.96'],['SEM-IV:6.71'],['SEM-V:8.25'],['SEM-VI:9.08'],['SEM-VII:8.24'],8.81,['CGPI:7.48'],984.0
"UNIVERSITY OF MUMBAI 
",16,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181063,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,16,21,20,63,17,20,19,32,22,21,20,51,23,22,20,23,--,45,45,[],[],['SEM-III:7.89'],['SEM-IV:9.29'],['SEM-V:9.42'],['SEM-VI:8.88'],['SEM-VII:8.84'],8.67,['CGPI:8.83'],993.0
"UNIVERSITY OF MUMBAI 
",16,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181064,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,23,23,18,60,19,21,19,51,20,22,19,50,23,23,15,22,--,49,49,['SEM-I:7.63'],['SEM-II:8.22'],['SEM-III:7.68'],['SEM-IV:7.96'],['SEM-V:8.58'],['SEM-VI:8.79'],['SEM-VII:8.08'],8.96,['CGPI:8.24'],1002.0
"UNIVERSITY OF MUMBAI 
",17,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181065,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,22,22,16,54,19,18,19,41,20,20,17,37,24,23,17,22,--,49,49,['SEM-I:6.37'],['SEM-II:7.07'],['SEM-III:7.18'],['SEM-IV:6.43'],['SEM-V:7.25'],['SEM-VI:7.67'],['SEM-VII:7.88'],8.00,['CGPI:7.23'],1039.0
"UNIVERSITY OF MUMBAI 
",17,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181066,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,19,17,12,52,20,22,15,35,19,19,14,49,21,19,14,22,--,46,46,['SEM-I:6.26'],['SEM-II:7.26'],['SEM-III:6.07'],['SEM-IV:5.86'],['SEM-V:5.25'],['SEM-VI:6.79'],['SEM-VII:8.00'],7.81,['CGPI:6.66'],1048.0
"UNIVERSITY OF MUMBAI 
",17,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181067,CPE8034:DIGITAL,F,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,57E,22E,20E,18E,53E,19E,20E,19E,21F,19E,19E,17E,50E,22E,20E,16E,22E,--,41E,41E,['SEM-I:6.52'],['SEM-II:5.89'],['SEM-III:6.43'],['SEM-IV:7.32'],['SEM-V:7.92'],['SEM-VI:8.13'],['SEM-VII:8.12'],--,['CGPI:--'],1057.0
"UNIVERSITY OF MUMBAI 
",17,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181068,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,47,15,18,12,49,15,16,16,32,20,22,12,33,19,17,13,21,--,40,35,['SEM-I:6.07'],['SEM-II:6.07'],['SEM-III:5.54'],['SEM-IV:5.32'],['SEM-V:5.96'],['SEM-VI:6.13'],['SEM-VII:6.16'],6.81,['CGPI:6.01'],1066.0
"UNIVERSITY OF MUMBAI 
",18,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181069,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,51,18,22,18,63,18,21,19,39,17,18,17,37,21,19,13,20,--,48,48,['SEM-I:5.85'],['SEM-II:6.33'],['SEM-III:5.68'],['SEM-IV:5.71'],['SEM-V:7.71'],['SEM-VI:7.54'],['SEM-VII:7.20'],8.26,['CGPI:6.79'],1103.0
"UNIVERSITY OF MUMBAI 
",18,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181070,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,42,18,18,13,58,13,20,17,52,18,20,14,44,20,18,11,19,--,48,46,['SEM-I:5.74'],['SEM-II:5.96'],['SEM-III:4.64'],['SEM-IV:5.71'],['SEM-V:5.46'],['SEM-VI:5.71'],['SEM-VII:6.96'],7.93,['CGPI:6.01'],1112.0
"UNIVERSITY OF MUMBAI 
",18,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181071,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,15,20,10,55,13,16,14,39,18,19,13,32,17,15,11,19,--,48,46,['SEM-I:5.80'],['SEM-II:5.54'],['SEM-III:5.21'],['SEM-IV:5.14'],['SEM-V:0.00'],['SEM-VI:4.79'],['SEM-VII:6.00'],7.19,['CGPI:--'],1121.0
"UNIVERSITY OF MUMBAI 
",18,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181072,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,21,20,15,61,18,19,20,40,20,19,15,47,24,21,15,21,--,41,41,['SEM-I:7.30'],['SEM-II:7.89'],['SEM-III:6.04'],['SEM-IV:5.07'],['SEM-V:6.17'],['SEM-VI:6.92'],['SEM-VII:8.08'],8.56,['CGPI:7.00'],1130.0
"UNIVERSITY OF MUMBAI 
",19,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181073,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,24,22,15,54,23,18,16,33,24,23,15,35,23,20,11,24,--,46,46,['SEM-I:6.07'],['SEM-II:7.15'],['SEM-III:5.43'],['SEM-IV:6.71'],['SEM-V:6.88'],['SEM-VI:6.92'],['SEM-VII:7.24'],7.78,['CGPI:6.77'],1167.0
"UNIVERSITY OF MUMBAI 
",19,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181074,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,32,13,19,12,41,15,14,11,34,15,18,10,33,14,13,10,18,--,38,41,['SEM-I:5.43'],['SEM-II:5.57'],['SEM-III:5.39'],['SEM-IV:5.61'],['SEM-V:0.00'],['SEM-VI:5.04'],['SEM-VII:0.00'],5.93,['CGPI:--'],1176.0
"UNIVERSITY OF MUMBAI 
",19,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181075,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,13,18,15,47,16,16,18,39,15,17,13,32,17,14,11,18,--,37,37,['SEM-I:5.13'],['SEM-II:5.20'],['SEM-III:4.75'],['SEM-IV:5.32'],['SEM-V:5.50'],['SEM-VI:6.29'],['SEM-VII:6.68'],6.67,['CGPI:5.69'],1185.0
"UNIVERSITY OF MUMBAI 
",19,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:10:MHSSCE,"JULY 04, 2019",7181076,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,20,22,18,62,18,18,15,44,22,23,17,45,24,23,16,22,--,49,49,['SEM-I:6.28'],['SEM-II:6.22'],['SEM-III:6.18'],['SEM-IV:5.82'],['SEM-V:5.92'],['SEM-VI:7.08'],['SEM-VII:7.16'],8.44,['CGPI:6.64'],1194.0
"UNIVERSITY OF MUMBAI 
",20,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181077,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,40,20,22,20,50,23,21,19,48,22,22,18,48,20,21,18,22,--,45,45,['SEM-I:7.89'],['SEM-II:8.50'],['SEM-III:8.71'],['SEM-IV:8.18'],['SEM-V:8.29'],['SEM-VI:8.62'],['SEM-VII:8.64'],8.22,['CGPI:8.38'],1231.0
"UNIVERSITY OF MUMBAI 
",20,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181078,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,51,21,18,16,52,22,23,13,56,19,22,16,36,20,21,14,20,--,47,46,['SEM-I:5.43'],['SEM-II:5.72'],['SEM-III:6.75'],['SEM-IV:7.61'],['SEM-V:7.67'],['SEM-VI:8.17'],['SEM-VII:8.40'],8.19,['CGPI:7.24'],1240.0
"UNIVERSITY OF MUMBAI 
",20,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181079,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,22,23,20,57,21,20,19,56,19,21,18,45,21,22,19,21,--,42,42,['SEM-I:7.63'],['SEM-II:9.00'],['SEM-III:8.71'],['SEM-IV:8.14'],['SEM-V:9.00'],['SEM-VI:9.17'],['SEM-VII:9.36'],8.81,['CGPI:8.73'],1249.0
"UNIVERSITY OF MUMBAI 
",20,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181080,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,19,21,19,58,21,21,17,48,20,19,16,35,21,20,14,19,--,47,48,['SEM-I:5.72'],['SEM-II:6.44'],['SEM-III:5.75'],['SEM-IV:5.75'],['SEM-V:7.33'],['SEM-VI:7.79'],['SEM-VII:8.52'],8.30,['CGPI:6.95'],1258.0
"UNIVERSITY OF MUMBAI 
",21,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181081,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,24,24,20,56,24,23,19,54,23,20,18,48,23,23,20,22,--,43,46,['SEM-I:8.56'],['SEM-II:8.37'],['SEM-III:9.43'],['SEM-IV:8.50'],['SEM-V:9.50'],['SEM-VI:9.17'],['SEM-VII:9.68'],8.67,['CGPI:8.99'],1295.0
"UNIVERSITY OF MUMBAI 
",21,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181082,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,64,21,21,20,50,23,21,18,47,21,17,12,43,21,18,14,21,--,40,44,['SEM-I:5.31'],['SEM-II:6.78'],['SEM-III:6.61'],['SEM-IV:6.36'],['SEM-V:6.92'],['SEM-VI:7.71'],['SEM-VII:7.76'],8.30,['CGPI:6.97'],1304.0
"UNIVERSITY OF MUMBAI 
",21,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181083,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,46,22,21,19,61,23,22,19,45,20,19,15,48,20,22,15,21,--,41,44,['SEM-I:7.26'],['SEM-II:7.41'],['SEM-III:6.86'],['SEM-IV:7.68'],['SEM-V:8.50'],['SEM-VI:8.33'],['SEM-VII:9.04'],8.63,['CGPI:7.96'],1313.0
"UNIVERSITY OF MUMBAI 
",21,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181084,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,22,21,18,43,22,21,19,42,21,20,14,41,22,20,15,21,--,39,43,['SEM-I:6.52'],['SEM-II:5.37'],['SEM-III:5.46'],['SEM-IV:5.71'],['SEM-V:7.38'],['SEM-VI:8.17'],['SEM-VII:8.84'],7.93,['CGPI:6.92'],1322.0
"UNIVERSITY OF MUMBAI 
",22,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181085,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,23,22,20,39,24,22,18,34,21,21,14,41,21,22,15,21,--,46,44,['SEM-I:6.48'],['SEM-II:7.19'],['SEM-III:6.93'],['SEM-IV:7.21'],['SEM-V:7.67'],['SEM-VI:7.67'],['SEM-VII:8.08'],7.93,['CGPI:7.40'],1359.0
"UNIVERSITY OF MUMBAI 
",22,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181086,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,32,20,22,16,44,22,19,17,36,21,20,10,32,20,22,12,22,--,41,44,['SEM-I:5.35'],['SEM-II:6.67'],['SEM-III:6.79'],['SEM-IV:6.04'],['SEM-V:7.33'],['SEM-VI:7.33'],['SEM-VII:8.20'],7.19,['CGPI:6.86'],1368.0
"UNIVERSITY OF MUMBAI 
",22,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181087,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,34,21,23,20,45,24,23,19,53,24,21,18,49,22,19,20,22,--,43,46,['SEM-I:9.00'],['SEM-II:8.22'],['SEM-III:8.71'],['SEM-IV:8.36'],['SEM-V:9.00'],['SEM-VI:8.67'],['SEM-VII:9.36'],8.22,['CGPI:8.69'],1377.0
"UNIVERSITY OF MUMBAI 
",22,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181088,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,19,22,17,66,20,20,12,50,20,20,13,40,19,20,13,21,--,42,38,['SEM-I:6.56'],['SEM-II:6.63'],['SEM-III:6.93'],['SEM-IV:7.36'],['SEM-V:8.33'],['SEM-VI:7.25'],['SEM-VII:7.84'],8.33,['CGPI:7.40'],1386.0
"UNIVERSITY OF MUMBAI 
",23,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181089,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,47,21,21,19,60,23,23,17,50,20,21,14,43,20,23,13,21,--,36,40,['SEM-I:7.59'],['SEM-II:7.33'],['SEM-III:6.18'],['SEM-IV:6.18'],['SEM-V:8.00'],['SEM-VI:7.92'],['SEM-VII:8.00'],8.15,['CGPI:7.42'],1423.0
"UNIVERSITY OF MUMBAI 
",23,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181090,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,20,20,18,48,21,23,18,37,20,20,8,49,22,19,9,21,--,44,46,['SEM-I:6.11'],['SEM-II:5.61'],['SEM-III:4.93'],['SEM-IV:5.32'],['SEM-V:6.17'],['SEM-VI:7.62'],['SEM-VII:7.28'],8.07,['CGPI:6.39'],1432.0
"UNIVERSITY OF MUMBAI 
",23,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181091,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,23,22,19,64,22,23,17,48,20,20,12,43,21,23,16,21,--,42,42,['SEM-I:6.96'],['SEM-II:7.22'],['SEM-III:7.36'],['SEM-IV:7.18'],['SEM-V:8.33'],['SEM-VI:8.83'],['SEM-VII:8.52'],8.67,['CGPI:7.88'],1441.0
"UNIVERSITY OF MUMBAI 
",23,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181092,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,44,20,22,16,51,23,24,16,64,18,22,10,58,21,20,10,16,--,46,47,[],[],['SEM-III:6.43'],['SEM-IV:4.75'],['SEM-V:7.50'],['SEM-VI:7.92'],['SEM-VII:7.08'],8.26,['CGPI:6.99'],1450.0
"UNIVERSITY OF MUMBAI 
",24,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181093,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,22,22,20,49,22,20,15,65,20,20,16,43,22,18,14,20,--,41,42,[],[],['SEM-III:7.82'],['SEM-IV:6.89'],['SEM-V:9.00'],['SEM-VI:7.88'],['SEM-VII:7.76'],8.67,['CGPI:8.00'],1487.0
"UNIVERSITY OF MUMBAI 
",24,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181094,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,21,21,19,42,21,20,18,41,21,21,11,38,21,18,13,22,--,41,43,[],[],['SEM-III:6.29'],['SEM-IV:5.25'],['SEM-V:6.79'],['SEM-VI:7.38'],['SEM-VII:7.92'],8.04,['CGPI:6.95'],1496.0
"UNIVERSITY OF MUMBAI 
",24,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181095,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,38,21,22,17,43,22,23,17,32,21,20,13,32,21,22,11,20,--,43,46,['SEM-I:6.67'],['SEM-II:7.59'],['SEM-III:6.64'],['SEM-IV:6.93'],['SEM-V:6.75'],['SEM-VI:7.29'],['SEM-VII:7.76'],7.33,['CGPI:7.12'],1505.0
"UNIVERSITY OF MUMBAI 
",24,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181096,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,22,23,19,53,22,22,20,50,21,20,19,45,22,21,17,22,--,46,46,['SEM-I:9.37'],['SEM-II:8.93'],['SEM-III:8.86'],['SEM-IV:8.71'],['SEM-V:8.50'],['SEM-VI:9.08'],['SEM-VII:9.36'],8.67,['CGPI:8.94'],1514.0
"UNIVERSITY OF MUMBAI 
",25,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181097,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,63,21,22,20,53,21,22,19,61,21,19,15,60,21,21,15,22,--,46,45,['SEM-I:6.00'],['SEM-II:6.44'],['SEM-III:6.57'],['SEM-IV:7.11'],['SEM-V:9.17'],['SEM-VI:8.96'],['SEM-VII:8.40'],9.41,['CGPI:7.76'],1551.0
"UNIVERSITY OF MUMBAI 
",25,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181098,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,66,21,23,20,65,22,22,17,58,21,19,15,45,21,21,15,21,--,40,41,['SEM-I:6.26'],['SEM-II:6.78'],['SEM-III:6.32'],['SEM-IV:6.50'],['SEM-V:8.25'],['SEM-VI:7.92'],['SEM-VII:8.60'],9.26,['CGPI:7.49'],1560.0
"UNIVERSITY OF MUMBAI 
",25,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181099,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,19,19,18,44,20,23,19,40,20,19,13,45,19,17,10,22,--,43,45,['SEM-I:5.74'],['SEM-II:5.96'],['SEM-III:5.57'],['SEM-IV:5.86'],['SEM-V:5.92'],['SEM-VI:6.17'],['SEM-VII:6.84'],7.93,['CGPI:6.25'],1569.0
"UNIVERSITY OF MUMBAI 
",25,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:17:BVCE,"JULY 04, 2019",7181100,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,46,22,23,20,64,20,22,18,46,21,20,18,55,21,19,19,22,--,45,44,['SEM-I:6.93'],['SEM-II:7.41'],['SEM-III:8.50'],['SEM-IV:8.68'],['SEM-V:9.67'],['SEM-VI:9.46'],['SEM-VII:9.04'],8.81,['CGPI:8.56'],1578.0
