,department,college_code,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
50454,COMPUTER ENGINEERING,692:SCE,7184990,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,38.0,21.0,21.0,18.0,47.0,22.0,13.0,41.0,21.0,18.0,15.0,32.0,20.0,9.0,['Diploma'],['Diploma'],6.32,6.86,6.42,6.92,7.6,7.44,6.93
50456,COMPUTER ENGINEERING,692:SCE,7184992,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,60.0,23.0,23.0,17.0,61.0,22.0,17.0,50.0,22.0,21.0,12.0,38.0,22.0,10.0,['Diploma'],['Diploma'],6.25,6.71,6.62,7.25,7.92,8.52,7.21
50458,COMPUTER ENGINEERING,692:SCE,7184994,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,20.0,21.0,14.0,46.0,20.0,12.0,32.0,21.0,19.0,13.0,36.0,20.0,10.0,['Diploma'],['Diploma'],6.39,6.18,6.0,6.33,7.6,7.41,6.65
50461,COMPUTER ENGINEERING,692:SCE,7184997,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,62.0,22.0,19.0,15.0,59.0,23.0,16.0,50.0,22.0,20.0,14.0,52.0,23.0,12.0,['Diploma'],['Diploma'],5.96,6.07,6.96,7.38,8.4,8.81,7.26
50466,COMPUTER ENGINEERING,692:SCE,7185002,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,23.0,23.0,16.0,48.0,24.0,12.0,57.0,24.0,22.0,16.0,42.0,23.0,13.0,['Diploma'],['Diploma'],8.0,7.93,8.04,7.17,8.08,8.22,7.91
50471,COMPUTER ENGINEERING,692:SCE,7185007,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,24.0,24.0,17.0,76.0,24.0,16.0,52.0,23.0,22.0,16.0,46.0,24.0,13.0,['Diploma'],['Diploma'],6.75,7.57,7.83,7.83,8.08,8.67,7.79
50474,COMPUTER ENGINEERING,692:SCE,7185010,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,42.0,23.0,22.0,17.0,45.0,24.0,15.0,41.0,23.0,22.0,15.0,46.0,21.0,16.0,['Diploma'],['Diploma'],7.07,6.82,7.17,7.33,7.44,7.93,7.29
50476,COMPUTER ENGINEERING,692:SCE,7185012,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,21.0,21.0,17.0,43.0,21.0,12.0,50.0,22.0,21.0,14.0,35.0,21.0,14.0,['Diploma'],['Diploma'],5.93,5.64,7.0,7.21,7.76,7.63,6.86
50477,COMPUTER ENGINEERING,692:SCE,7185013,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,22.0,21.0,15.0,62.0,20.0,10.0,43.0,19.0,18.0,15.0,40.0,21.0,12.0,['Diploma'],['Diploma'],5.93,6.93,6.12,7.12,7.64,7.93,6.95
50487,COMPUTER ENGINEERING,692:SCE,7185023,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,42.0,21.0,22.0,16.0,57.0,20.0,14.0,39.0,20.0,20.0,10.0,33.0,20.0,11.0,['Diploma'],['Diploma'],4.93,4.96,6.38,5.67,6.96,7.41,6.05
50491,COMPUTER ENGINEERING,692:SCE,7185027,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,22.0,21.0,17.0,62.0,20.0,12.0,55.0,21.0,21.0,16.0,50.0,20.0,12.0,['Diploma'],['Diploma'],5.43,6.07,6.58,6.83,8.0,8.48,6.9
50492,COMPUTER ENGINEERING,692:SCE,7185028,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,46.0,23.0,20.0,17.0,46.0,22.0,14.0,35.0,21.0,22.0,14.0,32.0,22.0,10.0,['Diploma'],['Diploma'],5.04,5.89,6.71,6.25,7.28,7.48,6.44
50493,COMPUTER ENGINEERING,692:SCE,7185029,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,22.0,20.0,17.0,54.0,22.0,12.0,51.0,21.0,21.0,17.0,32.0,23.0,11.0,['Diploma'],['Diploma'],6.29,6.36,6.58,6.62,7.44,7.78,6.85
50495,COMPUTER ENGINEERING,692:SCE,7185031,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,20.0,19.0,17.0,43.0,18.0,15.0,42.0,19.0,18.0,14.0,43.0,17.0,12.0,['Diploma'],['Diploma'],5.32,5.75,5.83,6.29,7.32,7.26,6.3
50497,COMPUTER ENGINEERING,692:SCE,7185033,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,20.0,18.0,14.0,39.0,17.0,9.0,40.0,18.0,18.0,11.0,37.0,16.0,8.0,['Diploma'],['Diploma'],4.86,5.32,5.62,6.17,6.12,7.04,5.86
50505,COMPUTER ENGINEERING,692:SCE,7185041,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,21.0,19.0,15.0,40.0,18.0,9.0,38.0,17.0,18.0,13.0,41.0,18.0,11.0,['Diploma'],['Diploma'],6.32,4.93,5.12,5.79,5.76,7.04,5.83
50506,COMPUTER ENGINEERING,692:SCE,7185042,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,21.0,20.0,17.0,39.0,18.0,14.0,32.0,17.0,18.0,13.0,32.0,17.0,14.0,['Diploma'],['Diploma'],5.29,6.46,5.71,6.96,6.92,6.56,6.32
50559,COMPUTER ENGINEERING,736:XIE,7185095,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,36.0,18.0,17.0,13.0,41.0,24.0,15.0,41.0,23.0,19.0,14.0,40.0,21.0,13.0,['Diploma'],['Diploma'],6.07,5.68,6.79,7.25,7.72,7.41,6.82
50563,COMPUTER ENGINEERING,736:XIE,7185099,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,18.0,18.0,16.0,44.0,21.0,15.0,43.0,23.0,20.0,18.0,38.0,21.0,15.0,['Diploma'],['Diploma'],6.61,6.89,8.17,8.79,8.36,7.85,7.78
50564,COMPUTER ENGINEERING,736:XIE,7185100,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,18.0,17.0,13.0,44.0,21.0,12.0,32.0,23.0,20.0,10.0,33.0,21.0,8.0,['Diploma'],['Diploma'],5.29,4.96,6.29,6.58,7.48,6.96,6.26
50577,COMPUTER ENGINEERING,736:XIE,7185113,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,62.0,21.0,21.0,15.0,49.0,24.0,20.0,51.0,23.0,20.0,19.0,53.0,23.0,15.0,['Diploma'],['Diploma'],6.36,8.5,9.38,9.33,8.96,8.67,8.53
50579,COMPUTER ENGINEERING,736:XIE,7185115,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,55.0,20.0,18.0,13.0,48.0,25.0,16.0,32.0,23.0,19.0,13.0,38.0,22.0,12.0,['Diploma'],['Diploma'],6.14,6.29,6.46,6.88,7.92,7.74,6.91
50580,COMPUTER ENGINEERING,736:XIE,7185116,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,58.0,22.0,18.0,17.0,60.0,25.0,20.0,55.0,24.0,20.0,19.0,50.0,23.0,18.0,['Diploma'],['Diploma'],7.39,8.46,9.33,9.33,8.48,9.11,8.68
50582,COMPUTER ENGINEERING,736:XIE,7185118,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,57.0,21.0,17.0,15.0,63.0,23.0,17.0,47.0,23.0,22.0,19.0,41.0,23.0,11.0,['Diploma'],['Diploma'],5.64,6.39,7.67,8.67,8.0,8.63,7.5
50588,COMPUTER ENGINEERING,736:XIE,7185124,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,56.0,19.0,17.0,13.0,36.0,22.0,14.0,33.0,23.0,21.0,10.0,32.0,22.0,14.0,['Diploma'],['Diploma'],6.68,6.61,7.25,7.0,7.76,7.26,7.09
50591,COMPUTER ENGINEERING,736:XIE,7185127,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,51.0,19.0,17.0,11.0,46.0,20.0,15.0,33.0,24.0,18.0,12.0,51.0,22.0,10.0,['Diploma'],['Diploma'],5.36,6.46,7.21,7.08,7.48,7.85,6.91
50592,COMPUTER ENGINEERING,736:XIE,7185128,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,45.0,20.0,17.0,12.0,52.0,20.0,17.0,32.0,22.0,19.0,14.0,43.0,21.0,10.0,['Diploma'],['Diploma'],6.25,5.86,7.08,7.92,8.04,7.56,7.12
50595,COMPUTER ENGINEERING,736:XIE,7185131,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,53.0,19.0,19.0,15.0,41.0,21.0,12.0,32.0,24.0,19.0,16.0,44.0,23.0,13.0,['Diploma'],['Diploma'],5.5,5.29,6.75,7.67,7.6,7.59,6.73
50613,COMPUTER ENGINEERING,736:XIE,7185149,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,17.0,17.0,15.0,44.0,22.0,16.0,33.0,23.0,18.0,14.0,38.0,18.0,12.0,['Diploma'],['Diploma'],5.68,6.11,6.63,7.13,7.32,7.19,6.68
50617,COMPUTER ENGINEERING,736:XIE,7185153,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,18.0,18.0,14.0,46.0,21.0,14.0,34.0,24.0,20.0,13.0,33.0,19.0,9.0,['Diploma'],['Diploma'],5.86,6.32,7.46,7.38,8.2,7.3,7.09
50621,COMPUTER ENGINEERING,736:XIE,7185157,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,42.0,17.0,17.0,15.0,53.0,22.0,19.0,53.0,23.0,18.0,17.0,52.0,17.0,15.0,['Diploma'],['Diploma'],5.46,5.71,6.63,7.04,7.6,8.15,6.77
50628,COMPUTER ENGINEERING,736:XIE,7185164,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,56.0,17.0,17.0,16.0,59.0,23.0,16.0,41.0,21.0,20.0,17.0,55.0,17.0,12.0,['Diploma'],['Diploma'],6.04,6.18,8.42,8.13,7.76,8.26,7.47
50642,COMPUTER ENGINEERING,736:XIE,7185178,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,58.0,18.0,17.0,16.0,47.0,22.0,19.0,36.0,23.0,19.0,18.0,36.0,20.0,11.0,['Diploma'],['Diploma'],5.54,5.43,6.67,6.58,7.8,7.78,6.63
50646,COMPUTER ENGINEERING,742:GHARADA,7185182,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,22.0,20.0,18.0,58.0,20.0,13.0,57.0,22.0,21.0,16.0,49.0,23.0,15.0,['Diploma'],['Diploma'],6.32,6.04,7.58,7.38,8.28,8.44,7.34
50648,COMPUTER ENGINEERING,742:GHARADA,7185184,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,20.0,20.0,14.0,44.0,20.0,10.0,46.0,22.0,20.0,16.0,45.0,21.0,14.0,['Diploma'],['Diploma'],6.43,7.04,7.75,7.46,8.36,7.81,7.48
50654,COMPUTER ENGINEERING,742:GHARADA,7185190,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,59.0,22.0,22.0,19.0,52.0,23.0,13.0,36.0,22.0,21.0,13.0,47.0,22.0,13.0,['Diploma'],['Diploma'],7.18,7.29,7.83,7.75,8.12,8.19,7.73
50656,COMPUTER ENGINEERING,742:GHARADA,7185192,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,21.0,22.0,18.0,71.0,24.0,13.0,34.0,23.0,22.0,15.0,38.0,24.0,20.0,['Diploma'],['Diploma'],6.57,6.93,7.29,7.46,7.56,8.22,7.34
50657,COMPUTER ENGINEERING,742:GHARADA,7185193,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,22.0,22.0,17.0,43.0,20.0,12.0,49.0,20.0,20.0,16.0,32.0,23.0,14.0,['Diploma'],['Diploma'],6.11,6.54,7.5,7.75,7.8,7.74,7.24
50665,COMPUTER ENGINEERING,742:GHARADA,7185201,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,52.0,22.0,21.0,15.0,46.0,22.0,11.0,39.0,22.0,23.0,15.0,32.0,20.0,15.0,['Diploma'],['Diploma'],7.25,5.96,7.67,6.88,7.56,7.63,7.16
50669,COMPUTER ENGINEERING,751:SSJCET,7185205,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,23.0,22.0,18.0,52.0,21.0,19.0,32.0,19.0,20.0,11.0,51.0,21.0,17.0,['Diploma'],['Diploma'],5.57,5.29,6.08,7.33,6.36,7.48,6.35
50672,COMPUTER ENGINEERING,751:SSJCET,7185208,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,61.0,21.0,21.0,16.0,60.0,19.0,19.0,53.0,19.0,18.0,17.0,44.0,20.0,19.0,['Diploma'],['Diploma'],5.96,6.75,7.21,8.33,7.72,8.48,7.41
50675,COMPUTER ENGINEERING,751:SSJCET,7185211,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,51.0,17.0,20.0,14.0,57.0,21.0,18.0,54.0,20.0,21.0,16.0,43.0,21.0,15.0,['Diploma'],['Diploma'],4.89,5.71,7.0,7.0,7.28,8.37,6.71
50677,COMPUTER ENGINEERING,751:SSJCET,7185213,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,37.0,20.0,20.0,11.0,40.0,23.0,18.0,32.0,21.0,22.0,13.0,56.0,23.0,17.0,['Diploma'],['Diploma'],5.64,4.93,5.75,6.96,6.64,7.63,6.26
50678,COMPUTER ENGINEERING,751:SSJCET,7185214,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,23.0,23.0,18.0,61.0,20.0,19.0,51.0,22.0,21.0,18.0,50.0,22.0,18.0,['Diploma'],['Diploma'],6.21,6.14,7.29,8.33,7.92,8.67,7.43
50686,COMPUTER ENGINEERING,751:SSJCET,7185222,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,38.0,23.0,23.0,18.0,55.0,20.0,15.0,44.0,19.0,19.0,15.0,43.0,20.0,15.0,['Diploma'],['Diploma'],5.5,6.54,7.29,7.54,7.12,7.56,6.93
50687,COMPUTER ENGINEERING,751:SSJCET,7185223,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,21.0,21.0,14.0,55.0,24.0,17.0,51.0,23.0,23.0,18.0,41.0,23.0,16.0,['Diploma'],['Diploma'],5.21,5.64,6.79,7.46,7.48,8.22,6.8
50689,COMPUTER ENGINEERING,751:SSJCET,7185225,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,55.0,21.0,21.0,16.0,48.0,18.0,14.0,40.0,18.0,17.0,15.0,37.0,23.0,15.0,['Diploma'],['Diploma'],5.82,5.79,6.33,5.62,6.24,7.15,6.16
50690,COMPUTER ENGINEERING,751:SSJCET,7185226,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,22.0,22.0,16.0,62.0,21.0,15.0,43.0,20.0,21.0,17.0,37.0,21.0,16.0,['Diploma'],['Diploma'],4.93,5.54,6.83,7.29,8.4,8.37,6.89
50691,COMPUTER ENGINEERING,751:SSJCET,7185227,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,40.0,21.0,21.0,14.0,55.0,22.0,16.0,36.0,21.0,22.0,16.0,34.0,22.0,14.0,['Diploma'],['Diploma'],4.64,5.11,6.04,7.04,7.32,7.78,6.32
50693,COMPUTER ENGINEERING,751:SSJCET,7185229,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,51.0,23.0,23.0,16.0,33.0,22.0,16.0,38.0,21.0,21.0,17.0,48.0,20.0,17.0,['Diploma'],['Diploma'],5.86,6.86,7.54,7.67,8.24,7.78,7.33
50696,COMPUTER ENGINEERING,751:SSJCET,7185232,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,53.0,22.0,21.0,17.0,50.0,19.0,13.0,47.0,20.0,19.0,14.0,56.0,20.0,9.0,['Diploma'],['Diploma'],5.36,6.57,6.92,6.83,6.28,8.0,6.66
50698,COMPUTER ENGINEERING,751:SSJCET,7185234,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,20.0,20.0,13.0,52.0,21.0,17.0,51.0,20.0,21.0,16.0,36.0,22.0,17.0,['Diploma'],['Diploma'],5.25,6.18,7.17,6.71,6.96,8.07,6.72
50699,COMPUTER ENGINEERING,751:SSJCET,7185235,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,40.0,22.0,22.0,16.0,49.0,22.0,19.0,39.0,21.0,22.0,16.0,59.0,21.0,18.0,['Diploma'],['Diploma'],5.64,4.57,5.58,7.54,7.72,8.22,6.55
50705,COMPUTER ENGINEERING,751:SSJCET,7185241,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,22.0,22.0,17.0,51.0,22.0,19.0,32.0,21.0,22.0,16.0,55.0,21.0,16.0,['Diploma'],['Diploma'],5.25,5.39,6.12,7.54,8.36,8.22,6.81
50706,COMPUTER ENGINEERING,751:SSJCET,7185242,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,60.0,20.0,21.0,15.0,51.0,23.0,16.0,49.0,23.0,23.0,18.0,51.0,23.0,16.0,['Diploma'],['Diploma'],5.96,6.04,6.46,6.79,7.92,8.52,6.95
50707,COMPUTER ENGINEERING,751:SSJCET,7185243,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,46.0,21.0,22.0,14.0,59.0,22.0,15.0,42.0,21.0,21.0,16.0,41.0,23.0,17.0,['Diploma'],['Diploma'],4.86,5.61,6.29,7.0,7.0,8.07,6.47
50709,COMPUTER ENGINEERING,751:SSJCET,7185245,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,55.0,23.0,23.0,18.0,57.0,23.0,19.0,65.0,23.0,23.0,18.0,67.0,23.0,19.0,['Diploma'],['Diploma'],6.36,7.39,8.33,7.83,8.88,9.56,8.06
50711,COMPUTER ENGINEERING,751:SSJCET,7185247,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,23.0,23.0,17.0,58.0,23.0,19.0,52.0,22.0,22.0,18.0,50.0,22.0,17.0,['Diploma'],['Diploma'],5.46,5.93,6.96,7.83,7.76,8.67,7.1
50714,COMPUTER ENGINEERING,751:SSJCET,7185250,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,22.0,22.0,17.0,46.0,20.0,20.0,52.0,21.0,21.0,18.0,43.0,21.0,17.0,['Diploma'],['Diploma'],5.39,6.5,7.38,6.83,7.64,8.15,6.98
50715,COMPUTER ENGINEERING,751:SSJCET,7185251,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,56.0,23.0,23.0,17.0,51.0,23.0,16.0,46.0,20.0,22.0,15.0,42.0,23.0,14.0,['Diploma'],['Diploma'],5.46,6.32,6.83,7.62,8.08,8.0,7.05
50719,COMPUTER ENGINEERING,751:SSJCET,7185255,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,19.0,20.0,12.0,43.0,19.0,19.0,32.0,20.0,19.0,9.0,57.0,20.0,13.0,['Diploma'],['Diploma'],4.93,5.96,6.42,7.33,6.92,7.7,6.54
50726,COMPUTER ENGINEERING,751:SSJCET,7185262,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,47.0,23.0,23.0,18.0,53.0,20.0,15.0,40.0,20.0,20.0,16.0,36.0,21.0,11.0,['Diploma'],['Diploma'],5.71,6.21,7.67,7.67,7.92,7.74,7.15
50728,COMPUTER ENGINEERING,751:SSJCET,7185264,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,60.0,22.0,22.0,16.0,44.0,23.0,17.0,39.0,21.0,22.0,16.0,48.0,22.0,17.0,['Diploma'],['Diploma'],5.54,5.5,6.21,7.29,8.24,8.37,6.86
50730,COMPUTER ENGINEERING,751:SSJCET,7185266,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,57.0,21.0,21.0,16.0,61.0,20.0,18.0,41.0,19.0,20.0,15.0,36.0,21.0,18.0,['Diploma'],['Diploma'],5.39,5.93,6.5,7.25,6.72,8.11,6.65
50731,COMPUTER ENGINEERING,751:SSJCET,7185267,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,51.0,15.0,18.0,9.0,34.0,18.0,16.0,40.0,18.0,17.0,13.0,47.0,18.0,13.0,['Diploma'],['Diploma'],4.89,4.96,5.62,6.38,6.28,6.81,5.82
50737,COMPUTER ENGINEERING,751:SSJCET,7185273,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,47.0,20.0,21.0,15.0,44.0,23.0,19.0,48.0,21.0,23.0,16.0,53.0,23.0,16.0,['Diploma'],['Diploma'],5.29,5.32,6.25,7.46,7.36,8.22,6.65
50739,COMPUTER ENGINEERING,751:SSJCET,7185275,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,68.0,23.0,23.0,18.0,64.0,23.0,18.0,47.0,23.0,23.0,18.0,56.0,23.0,16.0,['Diploma'],['Diploma'],6.57,6.71,7.12,8.17,9.04,9.26,7.81
50741,COMPUTER ENGINEERING,751:SSJCET,7185277,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,20.0,20.0,12.0,62.0,21.0,19.0,52.0,23.0,22.0,18.0,62.0,22.0,15.0,['Diploma'],['Diploma'],5.14,5.43,7.04,7.67,8.64,9.11,7.17
50747,COMPUTER ENGINEERING,776:ARIET,7185283,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,21.0,21.0,17.0,54.0,21.0,15.0,52.0,21.0,20.0,14.0,35.0,20.0,11.0,['Diploma'],['Diploma'],6.29,5.61,6.08,6.33,6.64,7.74,6.45
50750,COMPUTER ENGINEERING,776:ARIET,7185286,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,42.0,18.0,20.0,19.0,49.0,22.0,17.0,51.0,18.0,19.0,14.0,46.0,20.0,14.0,['Diploma'],['Diploma'],5.61,5.89,6.71,7.04,7.2,7.81,6.71
50754,COMPUTER ENGINEERING,776:ARIET,7185290,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,37.0,19.0,20.0,19.0,58.0,23.0,18.0,54.0,21.0,18.0,16.0,34.0,21.0,14.0,['Diploma'],['Diploma'],5.46,6.32,6.5,6.46,7.08,8.11,6.66
50755,COMPUTER ENGINEERING,776:ARIET,7185291,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,21.0,19.0,19.0,50.0,23.0,18.0,57.0,22.0,21.0,17.0,69.0,20.0,16.0,['Diploma'],['Diploma'],5.68,6.21,7.21,7.12,8.04,8.96,7.2
50756,COMPUTER ENGINEERING,776:ARIET,7185292,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,19.0,20.0,17.0,45.0,22.0,16.0,48.0,22.0,19.0,15.0,33.0,19.0,14.0,['Diploma'],['Diploma'],5.61,6.5,6.5,7.29,8.0,7.74,6.94
50757,COMPUTER ENGINEERING,776:ARIET,7185293,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,34.0,21.0,22.0,19.0,49.0,23.0,19.0,49.0,24.0,22.0,18.0,42.0,21.0,15.0,['Diploma'],['Diploma'],6.36,6.5,7.75,7.29,7.76,7.93,7.27
50758,COMPUTER ENGINEERING,776:ARIET,7185294,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,46.0,19.0,19.0,15.0,46.0,21.0,11.0,49.0,20.0,17.0,11.0,34.0,18.0,10.0,['Diploma'],['Diploma'],5.14,5.39,5.71,6.12,7.0,7.11,6.08
50760,COMPUTER ENGINEERING,776:ARIET,7185296,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,51.0,20.0,20.0,18.0,46.0,22.0,17.0,38.0,20.0,21.0,13.0,45.0,19.0,15.0,['Diploma'],['Diploma'],5.39,6.0,6.12,6.33,7.28,8.0,6.52
50762,COMPUTER ENGINEERING,776:ARIET,7185298,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,43.0,21.0,20.0,20.0,45.0,23.0,19.0,44.0,22.0,23.0,18.0,39.0,21.0,17.0,['Diploma'],['Diploma'],6.29,7.64,7.96,8.5,8.72,8.07,7.86
50765,COMPUTER ENGINEERING,776:ARIET,7185301,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,35.0,21.0,20.0,15.0,41.0,22.0,16.0,43.0,20.0,20.0,11.0,32.0,18.0,10.0,['Diploma'],['Diploma'],5.43,5.57,6.58,6.0,6.64,7.26,6.25
50766,COMPUTER ENGINEERING,776:ARIET,7185302,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,21.0,20.0,19.0,48.0,22.0,16.0,36.0,22.0,21.0,14.0,35.0,22.0,11.0,['Diploma'],['Diploma'],6.11,5.39,6.42,6.75,7.28,7.63,6.6
50768,COMPUTER ENGINEERING,776:ARIET,7185304,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,19.0,19.0,14.0,45.0,22.0,16.0,38.0,20.0,19.0,14.0,33.0,19.0,11.0,['Diploma'],['Diploma'],5.43,5.61,5.33,6.42,6.68,7.26,6.12
50769,COMPUTER ENGINEERING,776:ARIET,7185305,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,46.0,21.0,21.0,16.0,53.0,21.0,17.0,39.0,21.0,20.0,12.0,39.0,18.0,10.0,['Diploma'],['Diploma'],6.07,6.54,7.0,6.83,7.4,7.63,6.91
50770,COMPUTER ENGINEERING,776:ARIET,7185306,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,51.0,20.0,20.0,12.0,43.0,21.0,16.0,45.0,21.0,18.0,10.0,32.0,19.0,11.0,['Diploma'],['Diploma'],6.14,5.64,6.04,5.92,6.52,7.11,6.23
50771,COMPUTER ENGINEERING,776:ARIET,7185307,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,21.0,19.0,13.0,52.0,22.0,16.0,51.0,22.0,21.0,13.0,40.0,19.0,13.0,['Diploma'],['Diploma'],6.29,6.71,7.38,7.33,7.6,8.0,7.22
