college_code,department,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
533:SSPM,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10183771,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,72.0,24.0,24.0,17.0,70.0,24.0,20.0,66.0,24.0,23.0,19.0,62.0,24.0,20.0,9.63,8.89,9.38,9.43,9.85,8.71,8.96,9.69,9.26
533:SSPM,MECHANICAL,53282299,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,72.0,24.0,21.0,17.0,65.0,37.0,17.0,68.0,32.0,23.0,19.0,71.0,46.0,18.0,8.7,9.0,9.58,9.64,9.7,9.46,9.59,9.36,9.05
534:VIT,COMPUTER ENGINEERING,45283296,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,69.0,24.0,24.0,20.0,76.0,47.0,20.0,68.0,32.0,25.0,20.0,74.0,38.0,20.0,9.78,10.0,9.96,10.0,9.75,9.83,9.84,9.7,9.62
534:VIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10183985,ETE803:MICROWAVE,P,ETC801,ETC802,ETC803,ELECTIVEII,65.0,24.0,24.0,20.0,65.0,24.0,19.0,73.0,22.0,24.0,20.0,64.0,23.0,20.0,9.7,9.3,10.0,10.0,9.85,9.86,9.07,9.65,9.47
534:VIT,ELECTRONICS ENGINEERING,50281518,EXC8043:DIGITAL,P,EXC801,EXC802,EXC803,ELECTIVEII,73.0,24.0,23.0,20.0,73.0,24.0,20.0,71.0,24.0,24.0,20.0,78.0,73.0,20.0,9.22,9.52,10.0,10.0,9.86,9.89,9.04,9.33,9.36
534:VIT,INFORMATION TECHNOLOGY ENGINEERING,51282298,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,70.0,24.0,23.0,20.0,66.0,24.0,20.0,68.0,24.0,24.0,20.0,69.0,40.0,20.0,9.65,9.3,9.89,10.0,10.0,9.84,9.52,9.69,9.6
537:TCET,CIVIL,43280833,CEE8047:APPRAISAL,P,CEC801,CEC802,CEC803,ELECTIVEII,74.0,24.0,24.0,20.0,69.0,24.0,20.0,74.0,24.0,24.0,20.0,76.0,24.0,20.0,9.19,9.3,9.22,9.77,10.0,9.89,9.63,9.83,9.32
537:TCET,COMPUTER ENGINEERING,45283439,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,76.0,24.0,24.0,20.0,72.0,24.0,20.0,71.0,40.0,24.0,20.0,72.0,32.0,20.0,9.78,10.0,9.57,9.86,9.96,10.0,10.0,10.0,9.73
537:TCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10184149,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,70.0,24.0,24.0,20.0,69.0,24.0,20.0,72.0,24.0,23.0,20.0,61.0,24.0,20.0,8.89,9.22,9.69,10.0,10.0,10.0,9.26,9.54,9.41
537:TCET,ELECTRONICS ENGINEERING,50281591,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,73.0,24.0,24.0,20.0,69.0,24.0,20.0,75.0,24.0,24.0,20.0,70.0,40.0,20.0,8.96,9.37,10.0,10.0,10.0,10.0,9.41,9.83,9.67
537:TCET,INFORMATION TECHNOLOGY ENGINEERING,51282452,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,72.0,24.0,24.0,20.0,74.0,24.0,20.0,68.0,24.0,24.0,20.0,70.0,24.0,20.0,9.63,9.48,10.0,10.0,10.0,10.0,9.7,9.85,9.7
537:TCET,MECHANICAL,53282460,MEE8028:ALTERNATIVE,P,MEC801,MEC802,MEC803,ELECTIVEII,68.0,23.0,24.0,20.0,66.0,33.0,20.0,72.0,41.0,24.0,20.0,73.0,32.0,20.0,9.7,9.67,10.0,10.0,9.85,9.86,9.67,9.72,9.49
55:CRCE,COMPUTER ENGINEERING,45280220,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,70.0,24.0,24.0,19.0,69.0,24.0,20.0,69.0,24.0,24.0,20.0,69.0,40.0,19.0,9.93,9.89,9.96,10.0,9.25,9.83,9.68,9.81,9.41
55:CRCE,ELECTRONICS ENGINEERING,50280129,EXC8044:BIOMEDICAL,P,EXC801,EXC802,EXC803,ELECTIVEII,72.0,24.0,23.0,20.0,71.0,24.0,20.0,70.0,24.0,24.0,20.0,70.0,24.0,20.0,9.78,9.35,10.0,10.0,10.0,9.89,9.26,9.67,9.65
55:CRCE,INFORMATION TECHNOLOGY ENGINEERING,51280230,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,70.0,24.0,24.0,19.0,72.0,24.0,20.0,73.0,24.0,24.0,20.0,68.0,24.0,20.0,9.63,9.65,9.71,9.96,10.0,10.0,9.59,9.81,9.64
561:PIITE,AUTOMOBILE ENGINEERING,39280233,AEE8022:VEHICLE,P,AEC801,AEC802,AEC803,ELECTIVEII,66.0,24.0,23.0,16.0,69.0,24.0,18.0,61.0,24.0,24.0,18.0,61.0,23.0,17.0,7.8,7.48,8.67,7.82,8.07,7.48,8.27,9.24,7.67
561:PIITE,COMPUTER ENGINEERING,45283592,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,70.0,24.0,24.0,20.0,67.0,25.0,20.0,66.0,24.0,24.0,20.0,68.0,24.0,20.0,9.44,9.33,9.82,9.71,10.0,9.83,10.0,9.85,9.49
561:PIITE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10184282,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,74.0,24.0,24.0,20.0,67.0,24.0,20.0,67.0,24.0,24.0,20.0,60.0,40.0,20.0,8.89,9.19,9.23,9.71,9.85,9.64,9.22,9.54,9.29
561:PIITE,ELECTRONICS ENGINEERING,50281708,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,72.0,25.0,24.0,20.0,71.0,25.0,20.0,65.0,24.0,24.0,20.0,69.0,24.0,20.0,9.07,8.85,9.38,9.25,9.86,9.85,8.96,9.67,8.93
561:PIITE,INFORMATION TECHNOLOGY ENGINEERING,51282587,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,68.0,25.0,24.0,20.0,64.0,25.0,20.0,66.0,24.0,24.0,20.0,68.0,25.0,20.0,9.48,9.93,10.0,10.0,9.85,9.84,9.56,9.69,9.54
561:PIITE,MECHANICAL,53282599,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,73.0,24.0,24.0,20.0,67.0,24.0,20.0,73.0,23.0,24.0,19.0,67.0,24.0,20.0,9.59,10.0,10.0,9.64,9.59,9.61,9.89,9.76,9.69
688:DBIT,COMPUTER ENGINEERING,45283663,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,72.0,23.0,23.0,20.0,69.0,23.0,20.0,75.0,24.0,23.0,20.0,72.0,24.0,20.0,9.7,9.41,10.0,10.0,10.0,10.0,9.68,9.59,9.56
688:DBIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10184358,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,68.0,24.0,24.0,20.0,66.0,24.0,20.0,70.0,24.0,24.0,20.0,58.0,24.0,20.0,9.63,9.3,9.54,10.0,9.93,10.0,9.41,9.69,9.5
688:DBIT,INFORMATION TECHNOLOGY ENGINEERING,51282655,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,68.0,24.0,24.0,20.0,70.0,24.0,18.0,61.0,24.0,24.0,20.0,66.0,24.0,20.0,9.41,9.78,10.0,10.0,9.85,9.36,9.07,9.38,9.37
688:DBIT,MECHANICAL,53282745,MEE8027:PROCESS,P,MEC801,MEC802,MEC803,ELECTIVEII,68.0,24.0,24.0,18.0,70.0,40.0,20.0,72.0,48.0,24.0,20.0,69.0,40.0,20.0,9.85,9.48,9.92,9.79,9.81,9.46,9.7,9.8,9.53
689:KCCE,COMPUTER ENGINEERING,45283765,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,66.0,24.0,24.0,20.0,69.0,24.0,20.0,66.0,24.0,24.0,19.0,72.0,24.0,19.0,8.56,9.0,8.68,9.5,9.67,9.67,9.84,9.7,8.93
689:KCCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10184451,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,63.0,24.0,24.0,18.0,66.0,24.0,20.0,68.0,24.0,24.0,20.0,57.0,24.0,19.0,8.56,8.63,8.46,9.36,9.41,8.71,8.81,9.23,8.69
689:KCCE,ELECTRONICS ENGINEERING,50281739,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,64.0,23.0,22.0,19.0,64.0,24.0,17.0,62.0,24.0,24.0,19.0,60.0,24.0,18.0,8.63,8.3,9.33,9.29,9.07,9.63,8.52,8.79,8.58
689:KCCE,INFORMATION TECHNOLOGY ENGINEERING,51282719,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,65.0,24.0,23.0,19.0,70.0,24.0,19.0,60.0,38.0,23.0,18.0,66.0,37.0,19.0,7.89,7.96,8.96,9.64,9.5,9.48,9.0,8.77,8.58
690:SIES,COMPUTER ENGINEERING,45283879,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,71.0,24.0,24.0,20.0,69.0,54.0,20.0,68.0,32.0,24.0,20.0,71.0,57.0,20.0,9.78,9.59,9.82,9.86,9.96,9.83,9.84,9.67,9.51
690:SIES,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10184604,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,67.0,24.0,24.0,18.0,65.0,37.0,19.0,69.0,32.0,23.0,19.0,64.0,32.0,20.0,8.56,9.7,9.23,9.86,9.81,9.35,8.96,9.38,9.09
690:SIES,INFORMATION TECHNOLOGY ENGINEERING,51282787,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,65.0,24.0,24.0,20.0,68.0,24.0,20.0,64.0,24.0,24.0,20.0,69.0,49.0,20.0,9.44,9.41,9.71,9.71,9.46,9.58,9.74,9.54,9.49
690:SIES,MECHANICAL,53282816,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,70.0,23.0,23.0,20.0,63.0,23.0,20.0,68.0,23.0,24.0,20.0,68.0,25.0,20.0,9.76,9.41,9.71,8.82,9.0,9.57,9.89,9.52,9.25
691:KJSIET,COMPUTER ENGINEERING,45283961,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,72.0,24.0,23.0,20.0,70.0,24.0,20.0,63.0,24.0,24.0,20.0,65.0,24.0,20.0,9.41,9.78,9.61,9.89,9.63,10.0,9.68,9.85,9.45
691:KJSIET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10184764,ETE803:MICROWAVE,P,ETC801,ETC802,ETC803,ELECTIVEII,67.0,24.0,24.0,20.0,72.0,24.0,20.0,67.0,24.0,24.0,20.0,64.0,24.0,20.0,9.85,9.44,9.85,9.86,9.7,10.0,9.85,9.46,9.72
691:KJSIET,ELECTRONICS ENGINEERING,50281810,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,68.0,23.0,24.0,18.0,74.0,24.0,18.0,65.0,32.0,24.0,19.0,68.0,34.0,19.0,9.85,9.56,9.85,9.64,9.68,9.66,8.74,9.17,9.29
691:KJSIET,INFORMATION TECHNOLOGY ENGINEERING,51282868,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,70.0,25.0,24.0,20.0,75.0,24.0,18.0,65.0,24.0,24.0,20.0,70.0,24.0,20.0,8.85,8.81,9.57,9.29,9.85,9.84,9.33,9.69,9.02
692:SCE,AUTOMOBILE ENGINEERING,39280309,AEE8022:VEHICLE,P,AEC801,AEC802,AEC803,ELECTIVEII,74.0,23.0,23.0,19.0,69.0,21.0,19.0,69.0,24.0,24.0,20.0,64.0,23.0,18.0,7.67,8.19,9.33,9.57,9.11,9.22,9.73,9.76,9.07
692:SCE,CIVIL,43281037,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,65.0,24.0,24.0,20.0,72.0,24.0,22.0,75.0,24.0,24.0,22.0,69.0,24.0,22.0,9.07,9.26,9.04,8.94,9.8,9.11,9.7,9.67,8.89
692:SCE,COMPUTER ENGINEERING,45284032,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,66.0,24.0,24.0,19.0,71.0,24.0,17.0,63.0,24.0,24.0,18.0,70.0,24.0,18.0,8.74,9.3,9.75,9.86,9.0,9.92,9.36,9.7,9.21
692:SCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10184872,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,61.0,24.0,23.0,18.0,70.0,24.0,20.0,58.0,24.0,24.0,20.0,60.0,24.0,18.0,7.93,7.74,7.85,8.21,7.63,8.0,8.81,8.77,7.71
692:SCE,INFORMATION TECHNOLOGY ENGINEERING,51282915,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,69.0,23.0,24.0,20.0,72.0,23.0,18.0,63.0,24.0,24.0,18.0,62.0,24.0,20.0,8.93,8.78,8.39,8.71,8.35,8.08,8.67,9.38,8.42
692:SCE,MECHANICAL,53283032,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,67.0,24.0,24.0,20.0,68.0,53.0,20.0,68.0,39.0,24.0,20.0,69.0,45.0,20.0,9.41,9.85,10.0,9.89,10.0,10.0,9.56,9.56,9.57
734:YTIET,CIVIL,43281076,CEE80417:ADVANCED,P,CEC801,CEC802,CEC803,ELECTIVEII,52.0,21.0,23.0,20.0,55.0,22.0,19.0,61.0,23.0,24.0,20.0,58.0,22.0,20.0,7.04,7.41,6.89,7.42,7.84,7.71,8.67,8.83,7.48
734:YTIET,ELECTRICAL ENGINEERING,47280815,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,59.0,24.0,0.0,20.0,55.0,24.0,20.0,65.0,24.0,0.0,18.0,64.0,24.0,19.0,8.22,7.96,8.96,8.93,8.73,8.54,9.19,8.62,8.38
734:YTIET,ELECTRONICS ENGINEERING,50281838,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,68.0,23.0,23.0,16.0,66.0,24.0,20.0,60.0,24.0,23.0,16.0,58.0,24.0,18.0,8.04,7.81,8.58,7.82,8.22,8.3,9.41,9.13,8.38
734:YTIET,MECHANICAL,53283158,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,64.0,24.0,24.0,20.0,70.0,38.0,20.0,66.0,36.0,23.0,18.0,68.0,41.0,19.0,8.7,8.48,8.67,8.57,8.22,7.61,8.74,9.04,8.15
735:SPIT,COMPUTER ENGINEERING,45284085,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,42.0,10.0,10.0,12.0,32.0,11.0,8.0,40.0,11.0,10.0,9.0,46.0,10.0,13.0,4.2,4.93,4.55,4.83,5.08,4.75,4.48,4.78,4.7
736:XIE,COMPUTER ENGINEERING,45284143,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,66.0,24.0,24.0,20.0,69.0,25.0,20.0,63.0,24.0,23.0,20.0,65.0,42.0,20.0,9.0,9.41,9.86,10.0,9.67,10.0,9.68,9.7,9.31
736:XIE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10184991,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,63.0,24.0,24.0,20.0,63.0,22.0,19.0,67.0,24.0,24.0,20.0,59.0,32.0,20.0,8.74,8.93,9.54,9.71,10.0,9.39,8.52,9.23,9.07
736:XIE,INFORMATION TECHNOLOGY ENGINEERING,51282996,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,70.0,24.0,24.0,19.0,67.0,24.0,20.0,69.0,38.0,24.0,20.0,64.0,38.0,20.0,9.48,9.56,9.5,9.86,10.0,10.0,8.89,9.35,9.17
742:GHARADA,CIVIL,43281163,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,59.0,23.0,24.0,18.0,63.0,32.0,19.0,70.0,37.0,23.0,20.0,75.0,47.0,17.0,8.41,8.44,8.81,8.69,9.48,9.0,9.11,9.0,8.75
742:GHARADA,COMPUTER ENGINEERING,45284175,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,66.0,24.0,23.0,20.0,66.0,23.0,18.0,58.0,23.0,23.0,19.0,55.0,50.0,19.0,7.7,7.59,8.04,9.11,8.0,8.31,8.4,8.67,8.01
742:GHARADA,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185015,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,62.0,24.0,24.0,18.0,55.0,21.0,16.0,49.0,24.0,22.0,17.0,48.0,23.0,15.0,6.85,7.3,6.96,7.29,6.93,7.57,7.59,8.08,6.93
742:GHARADA,INFORMATION TECHNOLOGY ENGINEERING,51283000,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,53.0,23.0,22.0,18.0,44.0,22.0,13.0,52.0,23.0,23.0,18.0,63.0,21.0,15.0,5.57,5.7,5.79,6.11,7.73,7.68,7.63,8.0,6.34
742:GHARADA,MECHANICAL,53283249,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,71.0,23.0,23.0,18.0,64.0,59.0,18.0,72.0,40.0,22.0,16.0,64.0,43.0,19.0,8.93,8.44,9.21,8.86,9.0,8.21,9.3,9.32,8.67
751:SSJCET,CIVIL,43281232,CEE8048:DISASTER,P,CEC801,CEC802,CEC803,ELECTIVEII,64.0,24.0,23.0,19.0,66.0,23.0,17.0,69.0,25.0,22.0,19.0,68.0,24.0,18.0,8.04,8.41,8.19,7.81,8.48,8.21,8.96,10.0,8.42
751:SSJCET,COMPUTER ENGINEERING,45284230,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,62.0,23.0,23.0,18.0,70.0,24.0,20.0,66.0,24.0,24.0,18.0,68.0,24.0,19.0,7.52,7.96,7.79,8.5,8.67,8.5,9.04,9.41,8.28
751:SSJCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185092,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,62.0,24.0,24.0,15.0,67.0,24.0,15.0,66.0,24.0,24.0,17.0,64.0,24.0,17.0,7.56,7.28,7.76,8.25,8.67,7.96,8.22,8.77,7.91
751:SSJCET,MECHANICAL,53283408,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,67.0,24.0,24.0,20.0,71.0,36.0,21.0,69.0,32.0,23.0,19.0,68.0,36.0,20.0,8.85,9.83,9.25,8.93,8.56,9.04,8.85,9.48,8.7
776:ARIET,CIVIL,43281350,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,62.0,23.0,22.0,20.0,67.0,23.0,20.0,64.0,23.0,23.0,20.0,72.0,24.0,20.0,7.81,8.19,8.04,8.73,8.96,9.25,9.63,9.67,8.5
776:ARIET,COMPUTER ENGINEERING,45284275,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,65.0,24.0,24.0,20.0,64.0,45.0,19.0,61.0,43.0,24.0,20.0,57.0,33.0,20.0,7.48,8.0,9.14,9.14,9.0,9.17,9.52,9.56,8.49
776:ARIET,ELECTRICAL ENGINEERING,47280890,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,57.0,24.0,0.0,17.0,65.0,23.0,19.0,58.0,23.0,0.0,18.0,63.0,23.0,20.0,7.67,7.87,8.67,8.5,8.88,8.96,8.37,8.5,8.16
776:ARIET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185115,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,55.0,20.0,21.0,15.0,48.0,16.0,17.0,50.0,20.0,20.0,20.0,42.0,21.0,17.0,5.96,6.26,7.54,7.54,7.04,6.86,7.44,7.69,6.93
776:ARIET,INFORMATION TECHNOLOGY ENGINEERING,51283028,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,64.0,24.0,24.0,20.0,68.0,23.0,19.0,63.0,24.0,24.0,20.0,66.0,24.0,19.0,8.0,8.81,8.71,9.57,9.58,9.36,9.11,9.23,8.82
776:ARIET,MECHANICAL,53283557,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,61.0,23.0,24.0,20.0,70.0,23.0,20.0,69.0,23.0,23.0,20.0,63.0,23.0,20.0,8.11,8.07,8.83,8.75,8.41,9.36,9.44,9.2,8.45
779:STJCET,CIVIL,43281412,CEE8049:PAVEMENT,P,CEC801,CEC802,CEC803,ELECTIVEII,57.0,24.0,24.0,20.0,65.0,25.0,20.0,72.0,24.0,24.0,20.0,75.0,24.0,19.0,9.3,9.0,9.78,9.91,9.68,9.39,10.0,9.67,9.52
779:STJCET,COMPUTER ENGINEERING,45284383,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,67.0,24.0,24.0,20.0,68.0,24.0,20.0,67.0,25.0,24.0,20.0,70.0,24.0,20.0,9.22,8.78,9.32,10.0,9.67,10.0,9.68,9.7,9.45
779:STJCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185169,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,68.0,22.0,24.0,20.0,63.0,24.0,18.0,70.0,23.0,23.0,20.0,57.0,24.0,20.0,8.0,8.11,8.31,9.39,9.37,8.67,9.07,9.38,8.54
779:STJCET,INFORMATION TECHNOLOGY ENGINEERING,51283086,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,67.0,24.0,24.0,20.0,65.0,24.0,20.0,63.0,24.0,24.0,20.0,63.0,24.0,20.0,9.52,8.93,9.79,10.0,9.46,9.84,9.33,9.69,9.41
779:STJCET,MECHANICAL,53283697,MEE8027:PROCESS,P,MEC801,MEC802,MEC803,ELECTIVEII,70.0,24.0,24.0,18.0,69.0,24.0,20.0,68.0,25.0,25.0,20.0,63.0,41.0,20.0,9.26,9.37,9.04,9.32,9.26,9.25,8.81,9.72,9.0
780:YTEM,CIVIL,43281503,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,54.0,22.0,22.0,19.0,63.0,32.0,18.0,69.0,38.0,23.0,19.0,64.0,48.0,19.0,9.19,9.26,8.26,8.38,8.18,7.96,8.22,8.88,8.47
780:YTEM,COMPUTER ENGINEERING,7187069,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,60.0,23.0,23.0,16.0,65.0,23.0,17.0,54.0,23.0,22.0,16.0,58.0,23.0,14.0,6.85,7.67,7.43,6.93,7.38,7.29,8.24,8.52,7.21
780:YTEM,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185183,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,59.0,23.0,22.0,19.0,50.0,21.0,17.0,49.0,22.0,23.0,16.0,46.0,23.0,15.0,7.48,7.67,7.23,8.43,8.07,7.29,7.63,8.31,7.71
780:YTEM,INFORMATION TECHNOLOGY ENGINEERING,12184038,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,58.0,23.0,23.0,16.0,63.0,23.0,14.0,51.0,22.0,23.0,19.0,51.0,38.0,16.0,6.44,6.94,7.93,7.57,7.58,6.92,7.48,8.31,7.26
780:YTEM,MECHANICAL,53283829,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,65.0,23.0,23.0,19.0,63.0,42.0,17.0,60.0,32.0,24.0,16.0,68.0,42.0,19.0,8.44,8.11,8.0,7.89,7.48,7.39,8.78,8.72,7.87
802:THEEM,AUTOMOBILE ENGINEERING,39280336,AEE8022:VEHICLE,P,AEC801,AEC802,AEC803,ELECTIVEII,65.0,24.0,24.0,20.0,61.0,24.0,20.0,62.0,23.0,23.0,18.0,63.0,24.0,19.0,7.15,7.44,7.58,7.25,7.48,7.48,8.73,9.08,7.77
802:THEEM,CIVIL,43281564,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,61.0,24.0,24.0,20.0,66.0,23.0,19.0,69.0,24.0,23.0,18.0,63.0,23.0,19.0,7.52,8.19,7.7,9.0,9.24,8.68,9.41,9.33,8.45
802:THEEM,COMPUTER ENGINEERING,45284490,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,63.0,24.0,24.0,20.0,67.0,24.0,19.0,67.0,24.0,23.0,20.0,67.0,24.0,20.0,8.0,8.04,8.43,8.61,9.17,9.67,9.68,9.7,8.51
802:THEEM,ELECTRICAL ENGINEERING,47280950,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,60.0,24.0,0.0,20.0,60.0,24.0,18.0,72.0,24.0,0.0,19.0,58.0,24.0,20.0,8.15,8.26,8.22,9.07,9.08,8.79,8.63,8.65,8.41
802:THEEM,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185210,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,67.0,24.0,23.0,19.0,71.0,22.0,20.0,59.0,24.0,22.0,20.0,66.0,23.0,20.0,7.52,7.63,8.04,8.82,8.96,8.71,8.96,9.85,8.22
802:THEEM,ELECTRONICS ENGINEERING,50281862,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,74.0,25.0,25.0,20.0,62.0,25.0,20.0,61.0,25.0,24.0,20.0,58.0,24.0,20.0,7.63,7.41,8.62,9.14,9.57,10.0,9.85,9.5,8.87
802:THEEM,INFORMATION TECHNOLOGY ENGINEERING,51283152,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,69.0,24.0,24.0,20.0,67.0,24.0,20.0,59.0,23.0,24.0,19.0,60.0,24.0,19.0,8.33,8.04,8.96,9.14,9.0,9.52,9.44,9.54,8.77
802:THEEM,MECHANICAL,53283983,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,64.0,24.0,24.0,20.0,63.0,50.0,20.0,65.0,39.0,24.0,20.0,67.0,53.0,20.0,9.15,8.85,9.67,9.5,9.93,9.14,9.7,9.36,9.18
807:GVAIET,CIVIL,43281635,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,54.0,24.0,24.0,20.0,64.0,48.0,20.0,69.0,42.0,24.0,19.0,71.0,52.0,19.0,7.78,8.72,7.7,8.04,8.84,8.96,9.41,9.17,8.47
807:GVAIET,COMPUTER ENGINEERING,45284525,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,62.0,24.0,24.0,20.0,68.0,24.0,20.0,66.0,24.0,24.0,20.0,67.0,24.0,19.0,9.15,9.07,8.86,9.32,9.17,9.33,9.84,9.7,9.06
807:GVAIET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,10185230,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,57.0,23.0,23.0,17.0,63.0,23.0,17.0,58.0,23.0,23.0,19.0,57.0,23.0,19.0,7.54,7.67,7.96,8.54,8.96,8.86,9.26,8.92,8.38
