university,page_no,department,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
"UNIVERSITY OF MUMBAI 
",99,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280387,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,53,22,15,13,39,22,21,10,49,23,21,10,36,23,23,18,44,45,,,['5.69'],['6.46'],['6.37'],['6.44'],['7.29'],['6.93'],['7.04'],7.46,['6.71']
"UNIVERSITY OF MUMBAI 
",99,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280388,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,13,13,11,44,20,16,11,36,17,12,15,41,19,19,8,42,41,,,['Diploma'],['Diploma'],['5.93'],['5.78'],['4.93'],['5.18'],['6.36'],7.12,['5.88']
"UNIVERSITY OF MUMBAI 
",100,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280389,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,59,16,17,11,64,17,15,12,51,19,14,10,37,21,21,17,40,38,,,['5.37'],['5.94'],['4.52'],['4.52'],['5.75'],['6.04'],['6.39'],7.88,['5.80']
"UNIVERSITY OF MUMBAI 
",100,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280390,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,13,13,12,41,15,16,10,47,23,20,13,32,20,20,16,35,32,,,['Diploma'],['Diploma'],['4.37'],['5.11'],['4.96'],['5.89'],['6.29'],6.58,['5.53']
"UNIVERSITY OF MUMBAI 
",100,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280391,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,63,22,22,18,51,24,23,16,73,15,10,18,49,24,24,20,46,47,,,['8.11'],['7.37'],['9.26'],['9.26'],['9.57'],['9.00'],['7.57'],8.92,['8.63']
"UNIVERSITY OF MUMBAI 
",100,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280392,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,15,20,16,57,20,19,10,48,18,14,15,48,20,20,20,41,42,,,['Diploma'],['Diploma'],['5.81'],['6.93'],['7.14'],['7.96'],['7.25'],8.08,['7.20']
"UNIVERSITY OF MUMBAI 
",101,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280393,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,42,13,15,9,32,18,18,9,48,20,17,10,51,18,20,18,42,43,,,['5.00'],['5.91'],['5.89'],['5.85'],['5.18'],['5.71'],['5.68'],7.04,['5.78']
"UNIVERSITY OF MUMBAI 
",101,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280394,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,15,14,8,32,19,17,9,37,17,12,8,32,21,21,16,45,42,,,['5.46'],['6.28'],['6.30'],['6.19'],['0.00'],['6.21'],['5.57'],6.69,['--']
"UNIVERSITY OF MUMBAI 
",101,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280395,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46E,13E,15E,9E,0F,17E,13E,8E,23F,15E,10E,8E,32E,22E,22E,16E,33E,34E,,,['Diploma'],['Diploma'],['4.63'],['5.33'],['4.57'],['0.00'],['0.00'],--,['--']
"UNIVERSITY OF MUMBAI 
",101,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280396,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,53E,10E,18E,12E,32E,16E,15E,10E,32E,16E,11E,10E,22F,22E,22E,18E,47E,47E,,,['5.91'],['5.72'],['6.30'],['6.41'],['0.00'],['5.36'],['5.82'],--,['--']
"UNIVERSITY OF MUMBAI 
",102,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280397,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,41,14,20,15,51,21,19,12,43,18,13,13,43,22,21,19,35,32,,,['Diploma'],['Diploma'],['6.22'],['5.37'],['6.03'],['4.80'],['7.00'],6.92,['6.06']
"UNIVERSITY OF MUMBAI 
",102,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280398,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,55,16,16,14,33,20,19,9,35,15,10,10,32,24,23,20,46,45,,,['Diploma'],['Diploma'],['4.81'],['4.78'],['5.46'],['5.57'],['6.89'],6.92,['5.74']
"UNIVERSITY OF MUMBAI 
",102,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280399,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,19,13,12,32,15,15,11,35,15,10,13,33,20,19,20,43,43,,,['Diploma'],['Diploma'],['5.22'],['5.00'],['4.79'],['0.00'],['6.57'],6.65,['--']
"UNIVERSITY OF MUMBAI 
",102,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280400,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,12,14,10,35,17,18,8,32,16,11,10,39,19,19,15,34,35,,,['Diploma'],['Diploma'],['4.37'],['5.22'],['4.96'],['4.79'],['5.93'],5.81,['5.18']
"UNIVERSITY OF MUMBAI 
",103,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280401,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,12,17,11,57,22,15,8,32,19,16,8,35,20,20,17,42,43,,,['Diploma'],['Diploma'],['5.19'],['4.81'],['5.36'],['5.64'],['6.29'],7.54,['5.81']
"UNIVERSITY OF MUMBAI 
",103,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280402,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32E,14E,17E,8E,14F,22E,20E,11E,34E,18E,15E,10E,11F,18E,19E,14E,38E,38E,,,['5.52'],['6.78'],['5.11'],['4.85'],['5.46'],['0.00'],['0.00'],--,['--']
"UNIVERSITY OF MUMBAI 
",103,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280403,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,69,24,23,18,52,24,24,19,48,24,23,19,45,24,24,20,49,49,,,['7.93'],['7.37'],['9.41'],['8.96'],['9.57'],['9.50'],['8.93'],8.77,['8.81']
"UNIVERSITY OF MUMBAI 
",103,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280404,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,22,20,13,56,24,23,15,55,20,17,16,40,24,24,20,44,43,,,['5.89'],['6.26'],['6.89'],['7.63'],['7.64'],['8.93'],['7.57'],8.38,['7.40']
"UNIVERSITY OF MUMBAI 
",104,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280405,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,47,10,18,16,32,14,15,9,39,20,18,9,40,18,19,17,41,42,,,['Diploma'],['Diploma'],['5.67'],['5.30'],['5.93'],['5.04'],['6.07'],6.81,['5.80']
"UNIVERSITY OF MUMBAI 
",104,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280406,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,52,15,18,11,50,22,15,10,55,16,11,9,51,18,19,20,35,32,,,['5.37'],['5.76'],['5.00'],['4.30'],['5.82'],['6.50'],['6.86'],7.19,['5.85']
"UNIVERSITY OF MUMBAI 
",104,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280407,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,63,17,20,13,46,22,21,14,50,19,15,10,52,24,24,20,44,44,,,['5.65'],['6.06'],['6.44'],['8.04'],['7.96'],['7.96'],['8.00'],8.42,['7.32']
"UNIVERSITY OF MUMBAI 
",104,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280408,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57E,12E,19E,13E,32E,20E,18E,9E,16F,19E,16E,10E,19F,24E,24E,16E,48E,47E,,,['5.23'],['6.09'],['6.37'],['4.89'],['0.00'],['0.00'],['6.89'],--,['--']
"UNIVERSITY OF MUMBAI 
",105,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280409,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,18,20,10,56,22,21,11,54,18,14,10,42,23,22,19,44,44,,,['5.81'],['6.06'],['6.19'],['6.78'],['6.89'],['7.18'],['7.82'],8.00,['6.84']
"UNIVERSITY OF MUMBAI 
",105,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280410,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,16,18,12,44,19,18,12,48,18,14,8,45,19,20,19,42,43,,,['Diploma'],['Diploma'],['4.89'],['4.85'],['5.79'],['6.32'],['6.36'],7.50,['5.95']
"UNIVERSITY OF MUMBAI 
",105,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280411,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,62,22,22,18,52,24,24,16,47,21,18,19,48,24,24,20,48,48,,,['Diploma'],['Diploma'],['9.11'],['9.11'],['9.14'],['9.39'],['8.39'],8.58,['8.95']
"UNIVERSITY OF MUMBAI 
",105,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280412,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,39,10,12,11,46,20,16,9,33,15,10,8,40,24,22,15,33,35,,,['6.02'],['5.78'],['4.96'],['5.26'],['5.36'],['5.75'],['6.11'],6.08,['5.67']
"UNIVERSITY OF MUMBAI 
",106,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280413,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,69,23,18,12,50,22,18,10,41,23,21,10,42,22,22,17,43,42,,,['5.59'],['5.56'],['6.93'],['5.63'],['6.25'],['6.46'],['6.04'],8.31,['6.35']
"UNIVERSITY OF MUMBAI 
",106,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280414,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,55,22,19,14,49,22,17,10,53,19,15,13,51,20,20,18,42,42,,,['Diploma'],['Diploma'],['6.11'],['6.26'],['6.89'],['7.29'],['6.86'],7.85,['6.88']
"UNIVERSITY OF MUMBAI 
",106,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280415,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,10,16,12,32,17,17,8,43,21,18,9,33,18,19,15,42,40,,,['5.83'],['6.44'],['5.48'],['5.96'],['5.71'],['5.50'],['0.00'],6.38,['--']
"UNIVERSITY OF MUMBAI 
",106,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280416,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,13,15,12,39,22,18,12,34,18,15,9,32,19,19,19,38,35,,,['Diploma'],['Diploma'],['4.89'],['5.48'],['5.82'],['5.04'],['5.93'],6.15,['5.55']
"UNIVERSITY OF MUMBAI 
",107,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280417,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,33,16,18,14,50,21,20,9,45,17,13,10,43,24,24,20,44,43,,,['Diploma'],['Diploma'],['5.26'],['5.81'],['5.57'],['6.07'],['6.68'],7.31,['6.12']
"UNIVERSITY OF MUMBAI 
",107,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280418,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43E,21E,17E,13E,32E,20E,18E,8E,23F,18E,15E,10E,32E,19E,19E,14E,46E,44E,,,['5.50'],['5.89'],['5.63'],['5.96'],['5.32'],['0.00'],['0.00'],--,['--']
"UNIVERSITY OF MUMBAI 
",107,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280419,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,42,15,14,9,40,16,15,8,36,15,10,10,35,20,19,18,45,46,,,['5.81'],['6.06'],['5.93'],['5.74'],['5.50'],['5.11'],['6.50'],6.77,['5.93']
"UNIVERSITY OF MUMBAI 
",107,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280420,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,10,10,8,35,15,15,8,32,16,12,10,32,19,19,15,35,32,,,['5.37'],['5.91'],['5.74'],['4.93'],['5.07'],['0.00'],['5.71'],5.54,['--']
"UNIVERSITY OF MUMBAI 
",108,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280421,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,55,18,20,16,42,22,20,15,47,22,19,10,43,20,20,20,46,47,,,['5.85'],['6.06'],['6.30'],['6.11'],['6.14'],['6.79'],['6.79'],7.96,['6.50']
"UNIVERSITY OF MUMBAI 
",108,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280422,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,19,19,14,33,24,19,12,32,17,14,10,41,23,22,16,47,47,,,['5.63'],['5.93'],['5.93'],['6.33'],['6.00'],['6.50'],['6.54'],7.08,['6.24']
"UNIVERSITY OF MUMBAI 
",108,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280423,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,77,20,19,15,68,24,22,14,60,23,21,13,57,20,19,20,48,48,,,['6.19'],['6.30'],['5.22'],['6.15'],['7.46'],['7.96'],['8.39'],9.46,['7.14']
"UNIVERSITY OF MUMBAI 
",108,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280424,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,68,20,21,16,43,24,23,13,58,23,22,12,58,24,24,16,46,47,,,['7.44'],['8.67'],['9.11'],['8.67'],['8.57'],['9.68'],['8.71'],8.77,['8.70']
"UNIVERSITY OF MUMBAI 
",109,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280425,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,37,13,15,10,40,18,16,10,45,15,10,8,41,20,19,20,42,42,,,['Diploma'],['Diploma'],['5.07'],['5.96'],['5.14'],['5.21'],['5.86'],7.08,['5.72']
"UNIVERSITY OF MUMBAI 
",109,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280426,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,38,12,13,9,44,17,15,9,35,20,16,8,39,20,20,20,40,41,,,['Diploma'],['Diploma'],['5.48'],['5.56'],['5.43'],['5.64'],['6.07'],6.73,['5.82']
"UNIVERSITY OF MUMBAI 
",109,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280427,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,58,20,21,16,45,23,21,15,58,21,18,9,53,20,20,20,46,46,,,['Diploma'],['Diploma'],['6.30'],['6.63'],['7.04'],['7.86'],['7.54'],8.42,['7.30']
"UNIVERSITY OF MUMBAI 
",109,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280428,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,63,20,21,17,55,20,20,12,51,19,15,11,45,22,22,18,47,46,,,['6.56'],['7.22'],['7.63'],['7.63'],['7.46'],['8.07'],['7.68'],8.50,['7.59']
"UNIVERSITY OF MUMBAI 
",110,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280429,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,55,10,14,13,43,19,18,9,42,20,17,8,50,19,19,20,42,44,,,['Diploma'],['Diploma'],['6.67'],['6.22'],['0.00'],['0.00'],['6.54'],7.62,['--']
"UNIVERSITY OF MUMBAI 
",110,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280430,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,42E,12E,15E,11E,46E,17E,18E,8E,23F,17E,12E,8E,41E,20E,19E,15E,48E,47E,,,['5.91'],['5.69'],['5.04'],['4.89'],['5.00'],['5.57'],['6.14'],--,['--']
"UNIVERSITY OF MUMBAI 
",110,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280431,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,10,17,13,44,15,15,9,41,17,12,8,32,22,22,20,46,45,,,['6.11'],['6.43'],['6.30'],['6.41'],['5.46'],['6.14'],['6.93'],7.12,['6.36']
"UNIVERSITY OF MUMBAI 
",110,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280432,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,49,10,16,11,41,17,16,8,40,17,12,8,39,20,20,20,40,41,,,['Diploma'],['Diploma'],['5.93'],['6.89'],['5.93'],['5.61'],['6.36'],6.96,['6.28']
"UNIVERSITY OF MUMBAI 
",111,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280433,['ISE8042:POWER'],F,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51E,14E,17E,13E,40E,16E,15E,9E,21F,15E,10E,10E,32E,20E,20E,19E,43E,43E,,,['Diploma'],['Diploma'],['5.44'],['5.33'],['4.75'],['4.86'],['6.36'],--,['--']
"UNIVERSITY OF MUMBAI 
",111,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280434,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,10,15,8,41,18,15,10,32,15,10,13,32,18,19,18,42,43,,,['Diploma'],['Diploma'],['4.63'],['4.81'],['5.25'],['0.00'],['5.89'],6.88,['--']
"UNIVERSITY OF MUMBAI 
",111,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:403:SIGCE'],"JULY 10, 2018",52280435,['ISE8045:FIBER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,18+,14+,8+,36+,17+,15+,9+,32+,19+,15+,17+,38+,20+,20+,10+,45+,45+,,,['Diploma'],['Diploma'],['4.96'],['4.96'],['5.07'],['4.68'],['5.57'],6.73,['5.33']
"UNIVERSITY OF MUMBAI 
",112,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:438:KGSCE'],"JULY 10, 2018",52280436,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,21,22,15,39,21,21,16,41,19,19,17,49,20,20,11,47,47,,,['6.06'],['6.72'],['5.56'],['6.15'],['6.50'],['5.75'],['7.39'],7.81,['6.49']
"UNIVERSITY OF MUMBAI 
",112,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:438:KGSCE'],"JULY 10, 2018",52280437,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,38,16,15,13,41,20,15,17,44,20,20,12,52,19,18,10,45,45,,,['5.69'],['5.57'],['5.15'],['5.96'],['0.00'],['5.14'],['6.75'],7.42,['--']
"UNIVERSITY OF MUMBAI 
",112,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:438:KGSCE'],"JULY 10, 2018",52280438,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,34,20,19,11,64,21,18,20,44,21,22,10,36,21,20,11,46,46,,,['Diploma'],['Diploma'],['6.00'],['6.11'],['6.64'],['6.14'],['0.00'],7.77,['--']
"UNIVERSITY OF MUMBAI 
",112,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:438:KGSCE'],"JULY 10, 2018",52280439,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,49,23,23,11,47,21,22,20,52,21,21,18,42,21,21,11,48,48,,,['5.80'],['5.93'],['6.33'],['5.96'],['0.00'],['0.00'],['7.29'],8.15,['--']
"UNIVERSITY OF MUMBAI 
",113,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:438:KGSCE'],"JULY 10, 2018",52280440,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,39,15,18,13,42,19,18,20,47,19,19,17,46,18,17,13,41,38,,,['4.83'],['5.00'],['5.15'],['5.52'],['5.36'],['0.00'],['6.54'],7.31,['--']
"UNIVERSITY OF MUMBAI 
",113,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:438:KGSCE'],"JULY 10, 2018",52280441,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,62,23,24,19,49,22,23,20,53,22,23,20,55,23,23,15,48,47,,,['6.59'],['7.17'],['7.78'],['7.33'],['8.43'],['7.57'],['8.57'],8.92,['7.80']
"UNIVERSITY OF MUMBAI 
",113,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:438:KGSCE'],"JULY 10, 2018",52280442,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,33,15,15,12,32,20,15,10,41,19,19,8,32,19,17,8,40,39,,,['4.78'],['5.25'],['5.96'],['5.96'],['0.00'],['0.00'],['0.00'],6.08,['--']
